,text,tokens,stopWordsRemovedTokens,rawFeatures,features,topicDistribution
990,My Fifty Online Dates and why I'm still single' by Michael Windstorm $2.99 B&amp;N http://t.co/dde8GXaQrp   #nook #books #TheBachelorette,"['my', 'fifty', 'online', 'dates', 'and', 'why', ""i'm"", 'still', ""single'"", 'by', 'michael', 'windstorm', '$2.99', 'b&amp;n', 'http://t.co/dde8gxaqrp', '', '', '#nook', '#books', '#thebachelorette']","['fifty', 'online', 'dates', 'still', ""single'"", 'michael', 'windstorm', '$2.99', 'b&amp;n', 'http://t.co/dde8gxaqrp', '', '', '#nook', '#books', '#thebachelorette']","(2000,[0,415,822,922,1339,1340,1360,1367,1372,1582,1690,1800,1897,1995],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0])","(2000,[0,415,822,922,1339,1340,1360,1367,1372,1582,1690,1800,1897,1995],[4.31377753414,0.0,0.0,5.25823914298,5.41238982281,4.90156419904,0.0,3.51526983792,5.59486008954,5.12470775036,5.0069247147,4.02609546169,5.25823914298,0.0])","[0.588899707443,0.411100292557]"
991,San Patricio ??? Windstorm insurance reform key for coastal homeowners: PORTLAND ??? State Rep. J.M. Lozano spoke ... http://t.co/GQySVKrAGi,"['san', 'patricio', '???', 'windstorm', 'insurance', 'reform', 'key', 'for', 'coastal', 'homeowners:', 'portland', '???', 'state', 'rep.', 'j.m.', 'lozano', 'spoke', '...', 'http://t.co/gqysvkragi']","['san', 'patricio', '???', 'windstorm', 'insurance', 'reform', 'key', 'coastal', 'homeowners:', 'portland', '???', 'state', 'rep.', 'j.m.', 'lozano', 'spoke', '...', 'http://t.co/gqysvkragi']","(2000,[12,49,161,380,614,698,765,864,1034,1232,1349,1355,1364,1367,1394,1600,1768],[1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[12,49,161,380,614,698,765,864,1034,1232,1349,1355,1364,1367,1394,1600,1768],[0.0,0.0,4.37093594798,5.25823914298,0.0,7.5403241751,4.56509196242,0.0,5.0069247147,5.41238982281,5.41238982281,4.71924264225,5.12470775036,3.51526983792,0.0,4.25971031287,5.41238982281])","[0.495250097327,0.504749902673]"
992,Texas Seeks Comment on Rules for Changes to Windstorm Insurer http://t.co/SDZLVBiFbN,"['texas', 'seeks', 'comment', 'on', 'rules', 'for', 'changes', 'to', 'windstorm', 'insurer', 'http://t.co/sdzlvbifbn']","['texas', 'seeks', 'comment', 'rules', 'changes', 'windstorm', 'insurer', 'http://t.co/sdzlvbifbn']","(2000,[365,856,1047,1294,1302,1363,1367,1780],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[365,856,1047,1294,1302,1363,1367,1780],[4.49609909093,4.49609909093,4.37093594798,3.54058764591,0.0,3.80295191037,3.51526983792,3.80295191037])","[0.641072486722,0.358927513278]"
993,Reality Training: Train falls off elevated tracks during windstorm http://t.co/JIOMnrCygT #Paramedic #EMS,"['reality', 'training:', 'train', 'falls', 'off', 'elevated', 'tracks', 'during', 'windstorm', 'http://t.co/jiomnrcygt', '#paramedic', '#ems']","['reality', 'training:', 'train', 'falls', 'elevated', 'tracks', 'windstorm', 'http://t.co/jiomnrcygt', '#paramedic', '#ems']","(2000,[287,497,786,954,967,1015,1044,1367,1604,1672],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[287,497,786,954,967,1015,1044,1367,1604,1672],[4.4315605698,4.80625401924,5.0069247147,4.71924264225,4.71924264225,5.41238982281,4.15962685431,3.51526983792,4.90156419904,5.12470775036])","[0.734227808474,0.265772191526]"
994,Texas Seeks Comment on Rules for Changes to Windstorm Insurer http://t.co/ei8QqhrEgZ #insurance,"['texas', 'seeks', 'comment', 'on', 'rules', 'for', 'changes', 'to', 'windstorm', 'insurer', 'http://t.co/ei8qqhregz', '#insurance']","['texas', 'seeks', 'comment', 'rules', 'changes', 'windstorm', 'insurer', 'http://t.co/ei8qqhregz', '#insurance']","(2000,[102,365,509,856,1047,1294,1363,1367,1780],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[102,365,509,856,1047,1294,1363,1367,1780],[0.0,4.49609909093,0.0,4.49609909093,4.37093594798,3.54058764591,3.80295191037,3.51526983792,3.80295191037])","[0.641072503252,0.358927496748]"
995,New roof and hardy going up...Windstorm inspection tomorrow.. http://t.co/3XMLQRpNQR,"['new', 'roof', 'and', 'hardy', 'going', 'up...windstorm', 'inspection', 'tomorrow..', 'http://t.co/3xmlqrpnqr']","['new', 'roof', 'hardy', 'going', 'up...windstorm', 'inspection', 'tomorrow..', 'http://t.co/3xmlqrpnqr']","(2000,[25,106,201,493,749,1156,1371,1613],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[25,106,201,493,749,1156,1371,1613],[3.27232365931,0.0,4.90156419904,4.63919993457,0.0,4.90156419904,5.25823914298,0.0])","[0.508571339037,0.491428660963]"
996,IJ: Texas Seeks Comment on Rules for Changes to Windstorm Insurer http://t.co/h132iuL7MU,"['ij:', 'texas', 'seeks', 'comment', 'on', 'rules', 'for', 'changes', 'to', 'windstorm', 'insurer', 'http://t.co/h132iul7mu']","['ij:', 'texas', 'seeks', 'comment', 'rules', 'changes', 'windstorm', 'insurer', 'http://t.co/h132iul7mu']","(2000,[365,401,745,856,1047,1294,1363,1367,1780],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[365,401,745,856,1047,1294,1363,1367,1780],[4.49609909093,0.0,0.0,4.49609909093,4.37093594798,3.54058764591,3.80295191037,3.51526983792,3.80295191037])","[0.641072439148,0.358927560852]"
997,*looks outside at the windstorm* niiiice,"['*looks', 'outside', 'at', 'the', 'windstorm*', 'niiiice']","['*looks', 'outside', 'windstorm*', 'niiiice']","(2000,[470,579,850,1775],[1.0,1.0,1.0,1.0])","(2000,[470,579,850,1775],[5.0069247147,4.71924264225,4.63919993457,5.25823914298])","[0.553939577558,0.446060422442]"
998,Texas Seeks Comment on Rules for Changes to Windstorm??Insurer http://t.co/92fwtObi3U,"['texas', 'seeks', 'comment', 'on', 'rules', 'for', 'changes', 'to', 'windstorm??insurer', 'http://t.co/92fwtobi3u']","['texas', 'seeks', 'comment', 'rules', 'changes', 'windstorm??insurer', 'http://t.co/92fwtobi3u']","(2000,[365,1047,1220,1294,1363,1563,1780],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[365,1047,1220,1294,1363,1563,1780],[4.49609909093,4.37093594798,5.12470775036,3.54058764591,3.80295191037,0.0,3.80295191037])","[0.568399489024,0.431600510976]"
999,When I breathe it sounds like a windstorm. Haha cool,"['when', 'i', 'breathe', 'it', 'sounds', 'like', 'a', 'windstorm.', 'haha', 'cool']","['breathe', 'sounds', 'like', 'windstorm.', 'haha', 'cool']","(2000,[238,505,846,995,1330,1550],[1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[238,505,846,995,1330,1550],[4.80625401924,4.90156419904,0.0,4.90156419904,3.59323137939,0.0])","[0.501315990233,0.498684009767]"
1000,Insurance News:Texas Seeks Comment on Rules for Changes to Windstorm Insurer,"['insurance', 'news:texas', 'seeks', 'comment', 'on', 'rules', 'for', 'changes', 'to', 'windstorm', 'insurer']","['insurance', 'news:texas', 'seeks', 'comment', 'rules', 'changes', 'windstorm', 'insurer']","(2000,[365,627,765,856,1294,1363,1367,1780],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[365,627,765,856,1294,1363,1367,1780],[4.49609909093,5.25823914298,4.56509196242,4.49609909093,3.54058764591,3.80295191037,3.51526983792,3.80295191037])","[0.661505328706,0.338494671294]"
1001,WindStorm WSVR1686B Cover for V-Hull Runabout Boat including euro-style with wi http://t.co/8Prnhrhb2T http://t.co/OAhLtHRozY,"['windstorm', 'wsvr1686b', 'cover', 'for', 'v-hull', 'runabout', 'boat', 'including', 'euro-style', 'with', 'wi', 'http://t.co/8prnhrhb2t', 'http://t.co/oahlthrozy']","['windstorm', 'wsvr1686b', 'cover', 'v-hull', 'runabout', 'boat', 'including', 'euro-style', 'wi', 'http://t.co/8prnhrhb2t', 'http://t.co/oahlthrozy']","(2000,[180,196,206,267,683,902,954,1367,1522,1530,1589],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[180,196,206,267,683,902,954,1367,1522,1530,1589],[0.0,4.56509196242,0.0,5.41238982281,0.0,5.25823914298,4.71924264225,3.51526983792,0.0,5.41238982281,4.56509196242])","[0.403031613394,0.596968386606]"
1002,TWIA board approves 5 percent rate hike: The Texas Windstorm Insurance Association (TWIA) Board of Directors v... http://t.co/NvxLJDsNkX,"['twia', 'board', 'approves', '5', 'percent', 'rate', 'hike:', 'the', 'texas', 'windstorm', 'insurance', 'association', '(twia)', 'board', 'of', 'directors', 'v...', 'http://t.co/nvxljdsnkx']","['twia', 'board', 'approves', '5', 'percent', 'rate', 'hike:', 'texas', 'windstorm', 'insurance', 'association', '(twia)', 'board', 'directors', 'v...', 'http://t.co/nvxljdsnkx']","(2000,[2,99,161,253,264,637,651,765,975,1047,1154,1367,1849,1896,1990],[1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[2,99,161,253,264,637,651,765,975,1047,1154,1367,1849,1896,1990],[0.0,0.0,8.74187189596,5.25823914298,4.90156419904,0.0,5.41238982281,4.56509196242,0.0,4.37093594798,5.25823914298,3.51526983792,4.11310683868,5.25823914298,5.12470775036])","[0.756997597588,0.243002402412]"
1003,NEMA Ekiti distributed relief materials to affected victims of Rain/Windstorm disaster at Ode-Ekiti in Gbonyin LGA.,"['nema', 'ekiti', 'distributed', 'relief', 'materials', 'to', 'affected', 'victims', 'of', 'rain/windstorm', 'disaster', 'at', 'ode-ekiti', 'in', 'gbonyin', 'lga.']","['nema', 'ekiti', 'distributed', 'relief', 'materials', 'affected', 'victims', 'rain/windstorm', 'disaster', 'ode-ekiti', 'gbonyin', 'lga.']","(2000,[21,251,394,602,924,1002,1259,1476,1661,1750,1760,1981],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[21,251,394,602,924,1002,1259,1476,1661,1750,1760,1981],[0.0,0.0,3.62063035358,0.0,0.0,0.0,5.41238982281,0.0,0.0,0.0,0.0,4.63919993457])","[0.517297685445,0.482702314555]"
1004,Reality Training: Train falls off elevated tracks during windstorm http://t.co/etgQf28MgE,"['reality', 'training:', 'train', 'falls', 'off', 'elevated', 'tracks', 'during', 'windstorm', 'http://t.co/etgqf28mge']","['reality', 'training:', 'train', 'falls', 'elevated', 'tracks', 'windstorm', 'http://t.co/etgqf28mge']","(2000,[287,497,786,954,967,1083,1367,1604],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[287,497,786,954,967,1083,1367,1604],[4.4315605698,4.80625401924,5.0069247147,4.71924264225,4.71924264225,0.0,3.51526983792,4.90156419904])","[0.688381147963,0.311618852037]"
1005,#Insurance Texas Seeks Comment on Rules for Changes to Windstorm Insurer: The Texas Department of Insurance is...  http://t.co/byvUBg0WyE,"['#insurance', 'texas', 'seeks', 'comment', 'on', 'rules', 'for', 'changes', 'to', 'windstorm', 'insurer:', 'the', 'texas', 'department', 'of', 'insurance', 'is...', '', 'http://t.co/byvubg0wye']","['#insurance', 'texas', 'seeks', 'comment', 'rules', 'changes', 'windstorm', 'insurer:', 'texas', 'department', 'insurance', 'is...', '', 'http://t.co/byvubg0wye']","(2000,[332,365,509,694,765,801,1047,1294,1363,1367,1372,1660,1780],[1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[332,365,509,694,765,801,1047,1294,1363,1367,1372,1660,1780],[0.0,4.49609909093,0.0,4.20841701848,4.56509196242,5.0069247147,8.74187189596,3.54058764591,3.80295191037,3.51526983792,2.79743004477,0.0,3.80295191037])","[0.683324235011,0.316675764989]"
1006,#NowPlaying School Of Seven Bells - Windstorm #WZBT,"['#nowplaying', 'school', 'of', 'seven', 'bells', '-', 'windstorm', '#wzbt']","['#nowplaying', 'school', 'seven', 'bells', '-', 'windstorm', '#wzbt']","(2000,[810,1042,1367,1499,1535,1790,1871],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[810,1042,1367,1499,1535,1790,1871],[4.49609909093,0.0,3.51526983792,2.40835874644,0.0,4.90156419904,4.80625401924])","[0.591644281059,0.408355718941]"
1007,Windstorm board OKs rate hike before change http://t.co/AI6kwOrBbT #politics #txlege #twia,"['windstorm', 'board', 'oks', 'rate', 'hike', 'before', 'change', 'http://t.co/ai6kworbbt', '#politics', '#txlege', '#twia']","['windstorm', 'board', 'oks', 'rate', 'hike', 'change', 'http://t.co/ai6kworbbt', '#politics', '#txlege', '#twia']","(2000,[140,155,161,253,332,473,503,887,1158,1367],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[140,155,161,253,332,473,503,887,1158,1367],[5.41238982281,5.12470775036,4.37093594798,5.25823914298,0.0,5.25823914298,0.0,5.12470775036,4.56509196242,3.51526983792])","[0.634994093262,0.365005906738]"
1008,Reality Training: Train falls off elevated tracks during windstorm http://t.co/wAL4FrTfKa #fire #ems,"['reality', 'training:', 'train', 'falls', 'off', 'elevated', 'tracks', 'during', 'windstorm', 'http://t.co/wal4frtfka', '#fire', '#ems']","['reality', 'training:', 'train', 'falls', 'elevated', 'tracks', 'windstorm', 'http://t.co/wal4frtfka', '#fire', '#ems']","(2000,[287,395,497,770,786,954,967,1367,1604,1672],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[287,395,497,770,786,954,967,1367,1604,1672],[4.4315605698,4.20841701848,4.80625401924,0.0,5.0069247147,4.71924264225,4.71924264225,3.51526983792,4.90156419904,5.12470775036])","[0.676305971057,0.323694028943]"
1009,GLORIA JONES - VIXEN / WINDSTORM (2IN1) CD 20 TRACKS MARC BOLAN http://t.co/E3cAymmIcN http://t.co/eRzcXloPDL,"['gloria', 'jones', '-', 'vixen', '/', 'windstorm', '(2in1)', 'cd', '20', 'tracks', 'marc', 'bolan', 'http://t.co/e3caymmicn', 'http://t.co/erzcxlopdl']","['gloria', 'jones', '-', 'vixen', '/', 'windstorm', '(2in1)', 'cd', '20', 'tracks', 'marc', 'bolan', 'http://t.co/e3caymmicn', 'http://t.co/erzcxlopdl']","(2000,[107,200,315,591,787,869,967,1354,1358,1367,1472,1499,1746,1827],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[107,200,315,591,787,869,967,1354,1358,1367,1472,1499,1746,1827],[5.41238982281,5.25823914298,4.63919993457,5.12470775036,0.0,3.77016208755,4.71924264225,0.0,5.12470775036,3.51526983792,5.0069247147,2.40835874644,5.41238982281,5.12470775036])","[0.635965858328,0.364034141672]"
1010,One thing I wanna see before I die&gt; #Trump standing in a good windstorm with no hat on!!! #Hardball,"['one', 'thing', 'i', 'wanna', 'see', 'before', 'i', 'die&gt;', '#trump', 'standing', 'in', 'a', 'good', 'windstorm', 'with', 'no', 'hat', 'on!!!', '#hardball']","['one', 'thing', 'wanna', 'see', 'die&gt;', '#trump', 'standing', 'good', 'windstorm', 'hat', 'on!!!', '#hardball']","(2000,[44,46,72,168,194,355,1052,1194,1367,1495,1515,1675],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[44,46,72,168,194,355,1052,1194,1367,1495,1515,1675],[3.37550789555,5.41238982281,5.0069247147,4.31377753414,4.71924264225,5.25823914298,4.71924264225,0.0,3.51526983792,5.41238982281,4.11310683868,5.25823914298])","[0.600072850695,0.399927149305]"
1011,@chriscesq The average GOP voter would go to a big-tent circus in a hailstorm/windstorm no? :-),"['@chriscesq', 'the', 'average', 'gop', 'voter', 'would', 'go', 'to', 'a', 'big-tent', 'circus', 'in', 'a', 'hailstorm/windstorm', 'no?', ':-)']","['@chriscesq', 'average', 'gop', 'voter', 'go', 'big-tent', 'circus', 'hailstorm/windstorm', 'no?', ':-)']","(2000,[77,288,472,657,884,1233,1419,1846,1865,1980],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[77,288,472,657,884,1233,1419,1846,1865,1980],[4.02609546169,5.25823914298,5.41238982281,5.0069247147,4.90156419904,4.37093594798,0.0,0.0,0.0,0.0])","[0.504193372776,0.495806627224]"
1012,@charlesadler Ian Lee's word is like 'A fart in a windstorm'. Such a browner.,"['@charlesadler', 'ian', ""lee's"", 'word', 'is', 'like', ""'a"", 'fart', 'in', 'a', ""windstorm'."", 'such', 'a', 'browner.']","['@charlesadler', 'ian', ""lee's"", 'word', 'like', ""'a"", 'fart', ""windstorm'."", 'browner.']","(2000,[468,1061,1080,1315,1330,1334,1386,1519,1684],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[468,1061,1080,1315,1330,1334,1386,1519,1684],[2.99945667264,0.0,5.41238982281,0.0,3.59323137939,0.0,4.80625401924,0.0,0.0])","[0.581461527484,0.418538472516]"
1013,Texas Seeks Comment on Rules for Changes to Windstorm Insurer http://t.co/BP6MfJHARS,"['texas', 'seeks', 'comment', 'on', 'rules', 'for', 'changes', 'to', 'windstorm', 'insurer', 'http://t.co/bp6mfjhars']","['texas', 'seeks', 'comment', 'rules', 'changes', 'windstorm', 'insurer', 'http://t.co/bp6mfjhars']","(2000,[365,856,1047,1294,1363,1367,1780,1809],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[365,856,1047,1294,1363,1367,1780,1809],[4.49609909093,4.49609909093,4.37093594798,3.54058764591,3.80295191037,3.51526983792,3.80295191037,0.0])","[0.641072457277,0.358927542723]"
1014,Reality Training: Train falls off elevated tracks during windstorm http://t.co/qzRciNaF5z,"['reality', 'training:', 'train', 'falls', 'off', 'elevated', 'tracks', 'during', 'windstorm', 'http://t.co/qzrcinaf5z']","['reality', 'training:', 'train', 'falls', 'elevated', 'tracks', 'windstorm', 'http://t.co/qzrcinaf5z']","(2000,[287,382,497,786,954,967,1367,1604],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[287,382,497,786,954,967,1367,1604],[4.4315605698,0.0,4.80625401924,5.0069247147,4.71924264225,4.71924264225,3.51526983792,4.90156419904])","[0.688381143503,0.311618856497]"
1015,Texas Seeks Comment on Rules for Changes to Windstorm Insurer http://t.co/BNNIdfZWbd,"['texas', 'seeks', 'comment', 'on', 'rules', 'for', 'changes', 'to', 'windstorm', 'insurer', 'http://t.co/bnnidfzwbd']","['texas', 'seeks', 'comment', 'rules', 'changes', 'windstorm', 'insurer', 'http://t.co/bnnidfzwbd']","(2000,[365,856,1047,1070,1294,1363,1367,1780],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[365,856,1047,1070,1294,1363,1367,1780],[4.49609909093,4.49609909093,4.37093594798,0.0,3.54058764591,3.80295191037,3.51526983792,3.80295191037])","[0.641072539314,0.358927460686]"
1016,My precious olive tree lost this battle...another crazy windstorm in #yyc! @weathernetwork http://t.co/N00DVXEga2,"['my', 'precious', 'olive', 'tree', 'lost', 'this', 'battle...another', 'crazy', 'windstorm', 'in', '#yyc!', '@weathernetwork', 'http://t.co/n00dvxega2']","['precious', 'olive', 'tree', 'lost', 'battle...another', 'crazy', 'windstorm', '#yyc!', '@weathernetwork', 'http://t.co/n00dvxega2']","(2000,[698,779,1206,1207,1233,1367,1541,1548,1871,1914],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[698,779,1206,1207,1233,1367,1541,1548,1871,1914],[3.77016208755,0.0,5.41238982281,0.0,4.37093594798,3.51526983792,0.0,0.0,4.80625401924,0.0])","[0.55840491703,0.44159508297]"
1017,Shirley Caesar - Windstorm http://t.co/KoCH8SLasQ #nowplaying #listenlive,"['shirley', 'caesar', '-', 'windstorm', 'http://t.co/koch8slasq', '#nowplaying', '#listenlive']","['shirley', 'caesar', '-', 'windstorm', 'http://t.co/koch8slasq', '#nowplaying', '#listenlive']","(2000,[333,810,1122,1367,1499,1972,1994],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[333,810,1122,1367,1499,1972,1994],[0.0,4.49609909093,5.0069247147,3.51526983792,2.40835874644,0.0,0.0])","[0.602332290723,0.397667709277]"
1018,If you find your patio table umbrella and chairs flipped over and suspect foul play (instead of windstorm) you may be a suspense writer.,"['if', 'you', 'find', 'your', 'patio', 'table', 'umbrella', 'and', 'chairs', 'flipped', 'over', 'and', 'suspect', 'foul', 'play', '(instead', 'of', 'windstorm)', 'you', 'may', 'be', 'a', 'suspense', 'writer.']","['find', 'patio', 'table', 'umbrella', 'chairs', 'flipped', 'suspect', 'foul', 'play', '(instead', 'windstorm)', 'may', 'suspense', 'writer.']","(2000,[111,173,634,666,957,1113,1255,1272,1437,1491,1510,1571,1837,1913],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[111,173,634,666,957,1113,1255,1272,1437,1491,1510,1571,1837,1913],[5.41238982281,5.25823914298,5.25823914298,3.73841338924,0.0,0.0,5.41238982281,0.0,5.25823914298,0.0,4.80625401924,5.12470775036,5.25823914298,3.87194478186])","[0.539402355556,0.460597644444]"
1019,I like the weird ones like Rain of Mystical or Windstorm or Ocean Waves https://t.co/gCdxYdBSc4,"['i', 'like', 'the', 'weird', 'ones', 'like', 'rain', 'of', 'mystical', 'or', 'windstorm', 'or', 'ocean', 'waves', 'https://t.co/gcdxydbsc4']","['like', 'weird', 'ones', 'like', 'rain', 'mystical', 'windstorm', 'ocean', 'waves', 'https://t.co/gcdxydbsc4']","(2000,[328,385,567,959,1143,1222,1330,1367,1478],[1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0])","(2000,[328,385,567,959,1143,1222,1330,1367,1478],[0.0,5.25823914298,0.0,0.0,5.41238982281,0.0,7.18646275878,3.51526983792,5.25823914298])","[0.661504652496,0.338495347504]"
1020,A fierce windstorm can't take place without da calm/stillness of the eye/center so w/ that said ur internal aspects weigh more than external,"['a', 'fierce', 'windstorm', ""can't"", 'take', 'place', 'without', 'da', 'calm/stillness', 'of', 'the', 'eye/center', 'so', 'w/', 'that', 'said', 'ur', 'internal', 'aspects', 'weigh', 'more', 'than', 'external']","['fierce', 'windstorm', 'take', 'place', 'without', 'da', 'calm/stillness', 'eye/center', 'w/', 'said', 'ur', 'internal', 'aspects', 'weigh', 'external']","(2000,[19,191,205,290,295,320,359,518,586,835,855,884,1367,1543,1793],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[19,191,205,290,295,320,359,518,586,835,855,884,1367,1543,1793],[4.71924264225,4.56509196242,0.0,5.41238982281,5.41238982281,4.63919993457,0.0,4.63919993457,5.41238982281,5.0069247147,4.49609909093,4.90156419904,3.51526983792,5.0069247147,0.0])","[0.485359771031,0.514640228969]"
1021,NW Michigan #WindStorm (Sheer) Recovery Updates: Leelanau &amp; Grand Traverse - State of Emergency 2b extended http://t.co/OSKfyj8CK7 #BeSafe,"['nw', 'michigan', '#windstorm', '(sheer)', 'recovery', 'updates:', 'leelanau', '&amp;', 'grand', 'traverse', '-', 'state', 'of', 'emergency', '2b', 'extended', 'http://t.co/oskfyj8ck7', '#besafe']","['nw', 'michigan', '#windstorm', '(sheer)', 'recovery', 'updates:', 'leelanau', '&amp;', 'grand', 'traverse', '-', 'state', 'emergency', '2b', 'extended', 'http://t.co/oskfyj8ck7', '#besafe']","(2000,[9,55,104,464,540,558,713,1099,1127,1282,1349,1408,1436,1478,1499,1606,1716],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[9,55,104,464,540,558,713,1099,1127,1282,1349,1408,1436,1478,1499,1606,1716],[3.62063035358,5.25823914298,5.41238982281,0.0,0.0,3.25290557345,0.0,0.0,0.0,5.12470775036,5.41238982281,4.71924264225,0.0,5.25823914298,2.40835874644,4.80625401924,0.0])","[0.488859984907,0.511140015093]"
1022,@t_litt44 I seen you that one day look like you went threw a windstorm ??,"['@t_litt44', 'i', 'seen', 'you', 'that', 'one', 'day', 'look', 'like', 'you', 'went', 'threw', 'a', 'windstorm', '??']","['@t_litt44', 'seen', 'one', 'day', 'look', 'like', 'went', 'threw', 'windstorm', '??']","(2000,[44,817,1309,1330,1367,1371,1382,1605,1848,1939],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[44,817,1309,1330,1367,1371,1382,1605,1848,1939],[3.37550789555,4.71924264225,0.0,3.59323137939,3.51526983792,5.25823914298,4.31377753414,4.37093594798,0.0,3.07701490699])","[0.625699762687,0.374300237313]"
1023,New roof and hardy up..Windstorm inspection tomorrow http://t.co/kKeH8qCgc3,"['new', 'roof', 'and', 'hardy', 'up..windstorm', 'inspection', 'tomorrow', 'http://t.co/kkeh8qcgc3']","['new', 'roof', 'hardy', 'up..windstorm', 'inspection', 'tomorrow', 'http://t.co/kkeh8qcgc3']","(2000,[25,201,390,1156,1371,1862],[2.0,1.0,1.0,1.0,1.0,1.0])","(2000,[25,201,390,1156,1371,1862],[6.54464731862,4.90156419904,5.12470775036,4.90156419904,5.25823914298,0.0])","[0.537520694316,0.462479305684]"
1024,School Of Seven Bells - Windstorm  http://t.co/E1kbluDwh5 #nowplaying,"['school', 'of', 'seven', 'bells', '-', 'windstorm', '', 'http://t.co/e1kbludwh5', '#nowplaying']","['school', 'seven', 'bells', '-', 'windstorm', '', 'http://t.co/e1kbludwh5', '#nowplaying']","(2000,[431,810,1042,1367,1372,1499,1790,1871],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[431,810,1042,1367,1372,1499,1790,1871],[0.0,4.49609909093,0.0,3.51526983792,2.79743004477,2.40835874644,4.90156419904,4.80625401924])","[0.59857472025,0.40142527975]"
1025,Great time group camping at Presqu'ile with family&amp;friends.Lots of fun;not much sleep #PQPHistoryWeekend #windstorm http://t.co/0tYkaZyQpF,"['great', 'time', 'group', 'camping', 'at', ""presqu'ile"", 'with', 'family&amp;friends.lots', 'of', 'fun;not', 'much', 'sleep', '#pqphistoryweekend', '#windstorm', 'http://t.co/0tykazyqpf']","['great', 'time', 'group', 'camping', ""presqu'ile"", 'family&amp;friends.lots', 'fun;not', 'much', 'sleep', '#pqphistoryweekend', '#windstorm', 'http://t.co/0tykazyqpf']","(2000,[157,260,291,424,430,524,611,967,1052,1606,1961,1996],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[157,260,291,424,430,524,611,967,1052,1606,1961,1996],[4.4315605698,4.49609909093,0.0,0.0,4.56509196242,4.56509196242,5.0069247147,4.71924264225,4.71924264225,4.80625401924,5.12470775036,0.0])","[0.661339324098,0.338660675902]"
