,text,tokens,stopWordsRemovedTokens,rawFeatures,prediction
1133,@BritishBakeOff This has opened up old baked alaskan shaped wounds. Too soon GBBO too soon... #neverforget,"['@britishbakeoff', 'this', 'has', 'opened', 'up', 'old', 'baked', 'alaskan', 'shaped', 'wounds.', 'too', 'soon', 'gbbo', 'too', 'soon...', '#neverforget']","['@britishbakeoff', 'opened', 'old', 'baked', 'alaskan', 'shaped', 'wounds.', 'soon', 'gbbo', 'soon...', '#neverforget']","(1048576,[4200,63765,161894,405201,425651,436373,540717,591493,654082,660239,855294],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1134,@ego_resolution im glad. My gay can heal 1000 wounds,"['@ego_resolution', 'im', 'glad.', 'my', 'gay', 'can', 'heal', '1000', 'wounds']","['@ego_resolution', 'im', 'glad.', 'gay', 'heal', '1000', 'wounds']","(1048576,[38179,712893,820657,837514,872868,887834,996028],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1135,What they (dentists) don't tell u is how much ur mouth will be in pain when the numbing wears off because of the puncture wounds in ur gums.,"['what', 'they', '(dentists)', ""don't"", 'tell', 'u', 'is', 'how', 'much', 'ur', 'mouth', 'will', 'be', 'in', 'pain', 'when', 'the', 'numbing', 'wears', 'off', 'because', 'of', 'the', 'puncture', 'wounds', 'in', 'ur', 'gums.']","['(dentists)', 'tell', 'u', 'much', 'ur', 'mouth', 'pain', 'numbing', 'wears', 'puncture', 'wounds', 'ur', 'gums.']","(1048576,[76764,211926,342463,355625,395611,418425,500755,567951,820657,836956,871962,884164],[1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0])",0
1136,Court back in session. Testimony continues with med. examiner discussing gunshot wounds #KerrickTrial,"['court', 'back', 'in', 'session.', 'testimony', 'continues', 'with', 'med.', 'examiner', 'discussing', 'gunshot', 'wounds', '#kerricktrial']","['court', 'back', 'session.', 'testimony', 'continues', 'med.', 'examiner', 'discussing', 'gunshot', 'wounds', '#kerricktrial']","(1048576,[275290,398538,505773,600163,604621,685462,808147,820657,840715,918702,930238],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1137,@IcyMagistrate ???her upper arm??? those /friggin/ icicle projectiles??? and leg from various other wounds the girl looks like a miniature more???,"['@icymagistrate', '???her', 'upper', 'arm???', 'those', '/friggin/', 'icicle', 'projectiles???', 'and', 'leg', 'from', 'various', 'other', 'wounds', 'the', 'girl', 'looks', 'like', 'a', 'miniature', 'more???']","['@icymagistrate', '???her', 'upper', 'arm???', '/friggin/', 'icicle', 'projectiles???', 'leg', 'various', 'wounds', 'girl', 'looks', 'like', 'miniature', 'more???']","(1048576,[3342,84585,108028,243602,275925,354274,372837,390999,470402,522890,582242,612052,820657,835367,862534],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1138,Explosion in Gaza Strip kills four wounds 30; cause unknown http://t.co/GopSiCP8bm via @Reuters,"['explosion', 'in', 'gaza', 'strip', 'kills', 'four', 'wounds', '30;', 'cause', 'unknown', 'http://t.co/gopsicp8bm', 'via', '@reuters']","['explosion', 'gaza', 'strip', 'kills', 'four', 'wounds', '30;', 'cause', 'unknown', 'http://t.co/gopsicp8bm', 'via', '@reuters']","(1048576,[76929,255340,270069,335077,355451,366563,385123,659528,687014,820657,888435,945185],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1139,@NicolaClements4 I??m not sure that covering my head in wounds and scabs is the solution ;),"['@nicolaclements4', 'i??m', 'not', 'sure', 'that', 'covering', 'my', 'head', 'in', 'wounds', 'and', 'scabs', 'is', 'the', 'solution', ';)']","['@nicolaclements4', 'i??m', 'sure', 'covering', 'head', 'wounds', 'scabs', 'solution', ';)']","(1048576,[29994,121356,250009,363304,396269,438485,465864,820657,881738],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1140,@DauntedPsyche - Man gently dabbed the cotton rag across each one of his wounds; the pain a lot more worse than Glenn had ever -,"['@dauntedpsyche', '-', 'man', 'gently', 'dabbed', 'the', 'cotton', 'rag', 'across', 'each', 'one', 'of', 'his', 'wounds;', 'the', 'pain', 'a', 'lot', 'more', 'worse', 'than', 'glenn', 'had', 'ever', '-']","['@dauntedpsyche', '-', 'man', 'gently', 'dabbed', 'cotton', 'rag', 'across', 'one', 'wounds;', 'pain', 'lot', 'worse', 'glenn', 'ever', '-']","(1048576,[41140,75442,211749,250501,395230,410253,418425,549206,569819,572334,649660,652519,990234,1001982,1008191],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1141,Crawling in my skin,"['crawling', 'in', 'my', 'skin']","['crawling', 'skin']","(1048576,[302697,940668],[1.0,1.0])",0
1142,"These wounds they will not hea""","['these', 'wounds', 'they', 'will', 'not', 'hea""']","['wounds', 'hea""']","(1048576,[281090,820657],[1.0,1.0])",0
1143,Driver rams car into Israeli soldiers wounds 3: military: A driver rammed a car into a group of Israeli soldi... http://t.co/oBSZ45ybAJ,"['driver', 'rams', 'car', 'into', 'israeli', 'soldiers', 'wounds', '3:', 'military:', 'a', 'driver', 'rammed', 'a', 'car', 'into', 'a', 'group', 'of', 'israeli', 'soldi...', 'http://t.co/obsz45ybaj']","['driver', 'rams', 'car', 'israeli', 'soldiers', 'wounds', '3:', 'military:', 'driver', 'rammed', 'car', 'group', 'israeli', 'soldi...', 'http://t.co/obsz45ybaj']","(1048576,[48594,149349,367111,408616,509546,553986,715548,754060,820657,844643,929143,984096],[1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0])",0
1144,Sorrower  - Fresh Wounds Over Old Scars  (2015 Death Metal) http://t.co/L056yj2IOi http://t.co/uTMWMjiRty,"['sorrower', '', '-', 'fresh', 'wounds', 'over', 'old', 'scars', '', '(2015', 'death', 'metal)', 'http://t.co/l056yj2ioi', 'http://t.co/utmwmjirty']","['sorrower', '', '-', 'fresh', 'wounds', 'old', 'scars', '', '(2015', 'death', 'metal)', 'http://t.co/l056yj2ioi', 'http://t.co/utmwmjirty']","(1048576,[4200,194893,326848,419913,569819,792027,820657,826040,849717,868392,985446,1035612],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0])",0
1145,Our wounds can so easily turn us into people we don't want to be and we hardly see it happening,"['our', 'wounds', 'can', 'so', 'easily', 'turn', 'us', 'into', 'people', 'we', ""don't"", 'want', 'to', 'be', 'and', 'we', 'hardly', 'see', 'it', 'happening']","['wounds', 'easily', 'turn', 'us', 'people', 'want', 'hardly', 'see', 'happening']","(1048576,[190256,193411,215995,325566,376830,546160,612590,627113,820657],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1146,ME says many of these wounds could be fatal some rather quickly others slower and a couple not lethal at all. #KerrickTrial,"['me', 'says', 'many', 'of', 'these', 'wounds', 'could', 'be', 'fatal', 'some', 'rather', 'quickly', 'others', 'slower', 'and', 'a', 'couple', 'not', 'lethal', 'at', 'all.', '#kerricktrial']","['says', 'many', 'wounds', 'fatal', 'rather', 'quickly', 'others', 'slower', 'couple', 'lethal', 'all.', '#kerricktrial']","(1048576,[8287,82461,131195,161826,203310,275290,507188,644944,647417,654919,820657,965922],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1147,@Squeaver just hangin out in star buck watchin my boy wreck this septic tank,"['@squeaver', 'just', 'hangin', 'out', 'in', 'star', 'buck', 'watchin', 'my', 'boy', 'wreck', 'this', 'septic', 'tank']","['@squeaver', 'hangin', 'star', 'buck', 'watchin', 'boy', 'wreck', 'septic', 'tank']","(1048576,[23722,37489,213314,458211,469518,530847,531411,770617,812646],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1148,@Captainn_Morgan car wreck ??,"['@captainn_morgan', 'car', 'wreck', '??']","['@captainn_morgan', 'car', 'wreck', '??']","(1048576,[417698,668326,754060,770617],[1.0,1.0,1.0,1.0])",0
1149,I am a wreck,"['i', 'am', 'a', 'wreck']",['wreck'],"(1048576,[770617],[1.0])",0
1150,Season 3 of New Girl was such a emotional train wreck I just wanted to cry laugh and eat a lot of ice cream,"['season', '3', 'of', 'new', 'girl', 'was', 'such', 'a', 'emotional', 'train', 'wreck', 'i', 'just', 'wanted', 'to', 'cry', 'laugh', 'and', 'eat', 'a', 'lot', 'of', 'ice', 'cream']","['season', '3', 'new', 'girl', 'emotional', 'train', 'wreck', 'wanted', 'cry', 'laugh', 'eat', 'lot', 'ice', 'cream']","(1048576,[29945,215277,250964,275925,331742,351218,358383,439913,652519,663791,770617,891091,944859,976787],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1151,wreck? wreck wreck wreck wreck wreck wreck wreck wreck wreck wreck wreck wreck?,"['wreck?', 'wreck', 'wreck', 'wreck', 'wreck', 'wreck', 'wreck', 'wreck', 'wreck', 'wreck', 'wreck', 'wreck', 'wreck?']","['wreck?', 'wreck', 'wreck', 'wreck', 'wreck', 'wreck', 'wreck', 'wreck', 'wreck', 'wreck', 'wreck', 'wreck', 'wreck?']","(1048576,[724487,770617],[2.0,11.0])",0
1152,Did I drink too much? Am I losing touch? Did I build a ship to wreck?,"['did', 'i', 'drink', 'too', 'much?', 'am', 'i', 'losing', 'touch?', 'did', 'i', 'build', 'a', 'ship', 'to', 'wreck?']","['drink', 'much?', 'losing', 'touch?', 'build', 'ship', 'wreck?']","(1048576,[6061,8165,62606,468020,626208,724487,918166],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1153,I'm a friggin wreck destiel sucks (read the vine description),"[""i'm"", 'a', 'friggin', 'wreck', 'destiel', 'sucks', '(read', 'the', 'vine', 'description)']","['friggin', 'wreck', 'destiel', 'sucks', '(read', 'vine', 'description)']","(1048576,[61663,320276,356994,431217,512250,575103,770617],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1154,"https://t.co/MKX6Ux4OZt""","['https://t.co/mkx6ux4ozt""']","['https://t.co/mkx6ux4ozt""']","(1048576,[912292],[1.0])",0
1155,Watertown Gazette owner charged in wreck http://t.co/JHc2RT0V9F,"['watertown', 'gazette', 'owner', 'charged', 'in', 'wreck', 'http://t.co/jhc2rt0v9f']","['watertown', 'gazette', 'owner', 'charged', 'wreck', 'http://t.co/jhc2rt0v9f']","(1048576,[332236,729014,770617,813031,881541,908366],[1.0,1.0,1.0,1.0,1.0,1.0])",0
1156,How many cars do those cyclists wreck going past scratching with pedals. They should be banned #c4news,"['how', 'many', 'cars', 'do', 'those', 'cyclists', 'wreck', 'going', 'past', 'scratching', 'with', 'pedals.', 'they', 'should', 'be', 'banned', '#c4news']","['many', 'cars', 'cyclists', 'wreck', 'going', 'past', 'scratching', 'pedals.', 'banned', '#c4news']","(1048576,[102204,264554,286379,473535,494829,507188,634422,770617,774843,992221],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1157,i'm sitting in the parking lot waiting to go into therapy and i'm crying and an emotional wreck and i don't want my therapist to know ????????????,"[""i'm"", 'sitting', 'in', 'the', 'parking', 'lot', 'waiting', 'to', 'go', 'into', 'therapy', 'and', ""i'm"", 'crying', 'and', 'an', 'emotional', 'wreck', 'and', 'i', ""don't"", 'want', 'my', 'therapist', 'to', 'know', '????????????']","['sitting', 'parking', 'lot', 'waiting', 'go', 'therapy', 'crying', 'emotional', 'wreck', 'want', 'therapist', 'know', '????????????']","(1048576,[99364,190256,215277,320849,377991,432416,579148,652519,696765,770617,927363,949635,1042941],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1158,LARGE SHIP WRECK FISH TANK ORNAMENT FOR SALE LARGE SHIP WRECK FISH TANK AQUA...http://t.co/scGhL0Piq6,"['large', 'ship', 'wreck', 'fish', 'tank', 'ornament', 'for', 'sale', 'large', 'ship', 'wreck', 'fish', 'tank', 'aqua...http://t.co/scghl0piq6']","['large', 'ship', 'wreck', 'fish', 'tank', 'ornament', 'sale', 'large', 'ship', 'wreck', 'fish', 'tank', 'aqua...http://t.co/scghl0piq6']","(1048576,[62606,100503,214670,298125,531411,663039,770617,975488],[2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0])",0
1159,@Memenaar But the design decision to 'Let's make something fresh and beautiful and wonderful and then WRECK IT' is kindof odd in restrospect,"['@memenaar', 'but', 'the', 'design', 'decision', 'to', ""'let's"", 'make', 'something', 'fresh', 'and', 'beautiful', 'and', 'wonderful', 'and', 'then', 'wreck', ""it'"", 'is', 'kindof', 'odd', 'in', 'restrospect']","['@memenaar', 'design', 'decision', ""'let's"", 'make', 'something', 'fresh', 'beautiful', 'wonderful', 'wreck', ""it'"", 'kindof', 'odd', 'restrospect']","(1048576,[71225,159322,211192,291888,351861,381713,463157,515015,697585,770617,788430,895583,922558,985446],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1160,Last week we had a blast hosting Dinner &amp; a Movie Night with 'Wreck-It Ralph' on @FtCarsonPAO! @carsonmwr #TBT http://t.co/tUYPxEoBQa,"['last', 'week', 'we', 'had', 'a', 'blast', 'hosting', 'dinner', '&amp;', 'a', 'movie', 'night', 'with', ""'wreck-it"", ""ralph'"", 'on', '@ftcarsonpao!', '@carsonmwr', '#tbt', 'http://t.co/tuypxeobqa']","['last', 'week', 'blast', 'hosting', 'dinner', '&amp;', 'movie', 'night', ""'wreck-it"", ""ralph'"", '@ftcarsonpao!', '@carsonmwr', '#tbt', 'http://t.co/tuypxeobqa']","(1048576,[40679,59449,66092,417465,454258,459090,512349,529669,726496,733513,737310,930360,942051,955823],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1161,@_PokemonCards_ @IceQueenFroslas why did they have to wreck it with ON SALE HERE ;-;,"['@_pokemoncards_', '@icequeenfroslas', 'why', 'did', 'they', 'have', 'to', 'wreck', 'it', 'with', 'on', 'sale', 'here', ';-;']","['@_pokemoncards_', '@icequeenfroslas', 'wreck', 'sale', ';-;']","(1048576,[37879,459603,663039,770617,801631],[1.0,1.0,1.0,1.0,1.0])",0
1162,Now that I??ve figured out how to get my music in my rental car I can take a night drive to nowhere tonight. Hopefully without a wreck.,"['now', 'that', 'i??ve', 'figured', 'out', 'how', 'to', 'get', 'my', 'music', 'in', 'my', 'rental', 'car', 'i', 'can', 'take', 'a', 'night', 'drive', 'to', 'nowhere', 'tonight.', 'hopefully', 'without', 'a', 'wreck.']","['i??ve', 'figured', 'get', 'music', 'rental', 'car', 'take', 'night', 'drive', 'nowhere', 'tonight.', 'hopefully', 'without', 'wreck.']","(1048576,[14251,66092,101704,233439,362039,485032,493572,754060,829174,842071,849875,890466,897600,1033378],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1163,Ranking #artectura #pop2015 #N?36 Florence + The Machine - Ship To Wreck https://t.co/9LE0B19lVF  #music #playlist #YouTube,"['ranking', '#artectura', '#pop2015', '#n?36', 'florence', '+', 'the', 'machine', '-', 'ship', 'to', 'wreck', 'https://t.co/9le0b19lvf', '', '#music', '#playlist', '#youtube']","['ranking', '#artectura', '#pop2015', '#n?36', 'florence', '+', 'machine', '-', 'ship', 'wreck', 'https://t.co/9le0b19lvf', '', '#music', '#playlist', '#youtube']","(1048576,[62606,72989,90437,131218,464390,526124,537080,569819,582694,618996,770617,884599,893571,1010831,1035612],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1164,i'm an emotional wreck watching emmerdale fml,"[""i'm"", 'an', 'emotional', 'wreck', 'watching', 'emmerdale', 'fml']","['emotional', 'wreck', 'watching', 'emmerdale', 'fml']","(1048576,[215277,325283,770617,936689,970175],[1.0,1.0,1.0,1.0,1.0])",0
1165,the sunset boys wreck my bed   original 1979 usa gimp label  vinyl 7' 45  newave http://t.co/X0QLgwoyMT http://t.co/hQNx8qMeG3,"['the', 'sunset', 'boys', 'wreck', 'my', 'bed', '', '', 'original', '1979', 'usa', 'gimp', 'label', '', 'vinyl', ""7'"", '45', '', 'newave', 'http://t.co/x0qlgwoymt', 'http://t.co/hqnx8qmeg3']","['sunset', 'boys', 'wreck', 'bed', '', '', 'original', '1979', 'usa', 'gimp', 'label', '', 'vinyl', ""7'"", '45', '', 'newave', 'http://t.co/x0qlgwoymt', 'http://t.co/hqnx8qmeg3']","(1048576,[87730,256661,264838,359523,395918,469164,580534,636246,719222,730488,765830,770617,816116,866308,881823,1035612],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0])",0
1166,Interesting in watching a train wreck while taking acid kind of way https://t.co/kM08qiWW4g,"['interesting', 'in', 'watching', 'a', 'train', 'wreck', 'while', 'taking', 'acid', 'kind', 'of', 'way', 'https://t.co/km08qiww4g']","['interesting', 'watching', 'train', 'wreck', 'taking', 'acid', 'kind', 'way', 'https://t.co/km08qiww4g']","(1048576,[77329,252717,325283,358383,444284,461399,599269,603420,770617],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1167,#Trump debate will be most highly watched show tonight even among progressives. I too will watch hoping for a spectacular flaming wreck.,"['#trump', 'debate', 'will', 'be', 'most', 'highly', 'watched', 'show', 'tonight', 'even', 'among', 'progressives.', 'i', 'too', 'will', 'watch', 'hoping', 'for', 'a', 'spectacular', 'flaming', 'wreck.']","['#trump', 'debate', 'highly', 'watched', 'show', 'tonight', 'even', 'among', 'progressives.', 'watch', 'hoping', 'spectacular', 'flaming', 'wreck.']","(1048576,[93917,107621,144748,293756,293848,507875,542365,699254,739516,810587,882046,996827,1033378,1040706],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1168,Anyone know if Fox ???News?? will be live-streaming tonight??s Republican debate online? I want to watch the train wreck.,"['anyone', 'know', 'if', 'fox', '???news?\u06dd', 'will', 'be', 'live-streaming', 'tonight??s', 'republican', 'debate', 'online?', 'i', 'want', 'to', 'watch', 'the', 'train', 'wreck.']","['anyone', 'know', 'fox', '???news?\u06dd', 'live-streaming', 'tonight??s', 'republican', 'debate', 'online?', 'want', 'watch', 'train', 'wreck.']","(1048576,[90399,129637,138193,190256,293756,358383,750492,798506,927363,972954,1011608,1033378,1040706],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1169,@girlthatsrio have my uncles wreck their shit,"['@girlthatsrio', 'have', 'my', 'uncles', 'wreck', 'their', 'shit']","['@girlthatsrio', 'uncles', 'wreck', 'shit']","(1048576,[350662,588364,770617,770846],[1.0,1.0,1.0,1.0])",0
1170,First wreck today. So so glad me and mom are okay. Could've been a lot worse. So happy the lord was with us today ??????,"['first', 'wreck', 'today.', 'so', 'so', 'glad', 'me', 'and', 'mom', 'are', 'okay.', ""could've"", 'been', 'a', 'lot', 'worse.', 'so', 'happy', 'the', 'lord', 'was', 'with', 'us', 'today', '??????']","['first', 'wreck', 'today.', 'glad', 'mom', 'okay.', ""could've"", 'lot', 'worse.', 'happy', 'lord', 'us', 'today', '??????']","(1048576,[30084,45774,73140,82111,86293,89721,406038,546160,652519,726948,770617,786054,837806,978242],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1171,I'm an emotional wreck right now.,"[""i'm"", 'an', 'emotional', 'wreck', 'right', 'now.']","['emotional', 'wreck', 'right', 'now.']","(1048576,[118590,215277,770617,976698],[1.0,1.0,1.0,1.0])",0
1172,My emotions are a train wreck. My body is a train wreck. I'm a wreck,"['my', 'emotions', 'are', 'a', 'train', 'wreck.', 'my', 'body', 'is', 'a', 'train', 'wreck.', ""i'm"", 'a', 'wreck']","['emotions', 'train', 'wreck.', 'body', 'train', 'wreck.', 'wreck']","(1048576,[34121,358383,697469,770617,1033378],[1.0,2.0,1.0,1.0,2.0])",0
1173,act my age was a MESS everyone was so wild it was so fun my videos a wreck,"['act', 'my', 'age', 'was', 'a', 'mess', 'everyone', 'was', 'so', 'wild', 'it', 'was', 'so', 'fun', 'my', 'videos', 'a', 'wreck']","['act', 'age', 'mess', 'everyone', 'wild', 'fun', 'videos', 'wreck']","(1048576,[390844,499202,561389,676563,752467,770617,794875,1002801],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1174,@GeorgeFoster72 and The Wreck of the Edmund Fitzgerald,"['@georgefoster72', 'and', 'the', 'wreck', 'of', 'the', 'edmund', 'fitzgerald']","['@georgefoster72', 'wreck', 'edmund', 'fitzgerald']","(1048576,[221486,770617,779452,891400],[1.0,1.0,1.0,1.0])",0
1175,GOP debate drinking game. For anyone looking for a bit of fun while watching this train wreck. http://t.co/W3Rga0nkOm http://t.co/0TZsQe8ESD,"['gop', 'debate', 'drinking', 'game.', 'for', 'anyone', 'looking', 'for', 'a', 'bit', 'of', 'fun', 'while', 'watching', 'this', 'train', 'wreck.', 'http://t.co/w3rga0nkom', 'http://t.co/0tzsqe8esd']","['gop', 'debate', 'drinking', 'game.', 'anyone', 'looking', 'bit', 'fun', 'watching', 'train', 'wreck.', 'http://t.co/w3rga0nkom', 'http://t.co/0tzsqe8esd']","(1048576,[53436,138193,141854,293756,325283,358383,518048,608699,628033,794875,955728,991355,1033378],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1176,@DukeSkywalker @facialabuse you should do a competetion between @xxxmrbootleg &amp; #ClaudioMeloni (ultimate throat penetrator) to a wreck off.,"['@dukeskywalker', '@facialabuse', 'you', 'should', 'do', 'a', 'competetion', 'between', '@xxxmrbootleg', '&amp;', '#claudiomeloni', '(ultimate', 'throat', 'penetrator)', 'to', 'a', 'wreck', 'off.']","['@dukeskywalker', '@facialabuse', 'competetion', '@xxxmrbootleg', '&amp;', '#claudiomeloni', '(ultimate', 'throat', 'penetrator)', 'wreck', 'off.']","(1048576,[76177,162779,312787,340794,561801,737310,770617,929023,952965,977942,1040057],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1177,Man faces manslaughter charges following fatal Sunday wreck | AL.c.. Related Articles: http://t.co/5xrFhdXTvX,"['man', 'faces', 'manslaughter', 'charges', 'following', 'fatal', 'sunday', 'wreck', '|', 'al.c..', 'related', 'articles:', 'http://t.co/5xrfhdxtvx']","['man', 'faces', 'manslaughter', 'charges', 'following', 'fatal', 'sunday', 'wreck', '|', 'al.c..', 'related', 'articles:', 'http://t.co/5xrfhdxtvx']","(1048576,[104057,150520,190499,310252,344092,419955,470872,549206,573701,644944,770617,801639,889814],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1178,Wreck with road blockage Woodward Avenue Northbound at Davison in M.S. #shoalstraffic,"['wreck', 'with', 'road', 'blockage', 'woodward', 'avenue', 'northbound', 'at', 'davison', 'in', 'm.s.', '#shoalstraffic']","['wreck', 'road', 'blockage', 'woodward', 'avenue', 'northbound', 'davison', 'm.s.', '#shoalstraffic']","(1048576,[38987,320360,347459,377012,628109,770617,893681,927711,1045365],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1179,*is a wreck* *gives ppl lifestyle advice*,"['*is', 'a', 'wreck*', '*gives', 'ppl', 'lifestyle', 'advice*']","['*is', 'wreck*', '*gives', 'ppl', 'lifestyle', 'advice*']","(1048576,[35356,341803,495888,717712,775851,1011207],[1.0,1.0,1.0,1.0,1.0,1.0])",0
1180,I'm an emotional wreck someone hold me until they upload the damn video #whatstheimportantvideo,"[""i'm"", 'an', 'emotional', 'wreck', 'someone', 'hold', 'me', 'until', 'they', 'upload', 'the', 'damn', 'video', '#whatstheimportantvideo']","['emotional', 'wreck', 'someone', 'hold', 'upload', 'damn', 'video', '#whatstheimportantvideo']","(1048576,[215277,411368,479046,530053,622430,626537,770617,1039966],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1181,Got in a car wreck. The car in front of me didn't put their blinker on :-))) but it really does feel great outside so lol,"['got', 'in', 'a', 'car', 'wreck.', 'the', 'car', 'in', 'front', 'of', 'me', ""didn't"", 'put', 'their', 'blinker', 'on', ':-)))', 'but', 'it', 'really', 'does', 'feel', 'great', 'outside', 'so', 'lol']","['got', 'car', 'wreck.', 'car', 'front', 'put', 'blinker', ':-)))', 'really', 'feel', 'great', 'outside', 'lol']","(1048576,[14,10450,138356,293607,294094,599330,600831,699923,754060,848331,909501,1033378],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0])",0
1182,I added a video to a @YouTube playlist http://t.co/wYtu7vIwsj Burnt Black - Nervous Wreck,"['i', 'added', 'a', 'video', 'to', 'a', '@youtube', 'playlist', 'http://t.co/wytu7viwsj', 'burnt', 'black', '-', 'nervous', 'wreck']","['added', 'video', '@youtube', 'playlist', 'http://t.co/wytu7viwsj', 'burnt', 'black', '-', 'nervous', 'wreck']","(1048576,[11324,90757,344055,479046,554857,568167,569819,770617,989848,1040362],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1183,Don't think I Can take anymore emotional wreck watching @emmerdale #SummerFate @MikeParrActor @MissCharleyWebb,"[""don't"", 'think', 'i', 'can', 'take', 'anymore', 'emotional', 'wreck', 'watching', '@emmerdale', '#summerfate', '@mikeparractor', '@misscharleywebb']","['think', 'take', 'anymore', 'emotional', 'wreck', 'watching', '@emmerdale', '#summerfate', '@mikeparractor', '@misscharleywebb']","(1048576,[70028,166674,215277,268402,299922,325283,359570,530599,770617,842071],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1184,The court system is truly broken indeed! But then its no surprise based on who it's run by! http://t.co/uU64wfg17m,"['the', 'court', 'system', 'is', 'truly', 'broken', 'indeed!', 'but', 'then', 'its', 'no', 'surprise', 'based', 'on', 'who', ""it's"", 'run', 'by!', 'http://t.co/uu64wfg17m']","['court', 'system', 'truly', 'broken', 'indeed!', 'surprise', 'based', 'run', 'by!', 'http://t.co/uu64wfg17m']","(1048576,[351016,480535,508824,516709,583638,631620,756681,808147,947731,970783],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1185,Greer man dies in wreck http://t.co/n2qZbMZuly,"['greer', 'man', 'dies', 'in', 'wreck', 'http://t.co/n2qzbmzuly']","['greer', 'man', 'dies', 'wreck', 'http://t.co/n2qzbmzuly']","(1048576,[6929,434719,492801,549206,770617],[1.0,1.0,1.0,1.0,1.0])",0
