,text,label,tokens,stopWordsRemovedTokens,rawFeatures,features,prediction
247,@JakeakaJackie I have received many excellent responses to my query. All of them very unsettling.,0,"['@jakeakajackie', 'i', 'have', 'received', 'many', 'excellent', 'responses', 'to', 'my', 'query.', 'all', 'of', 'them', 'very', 'unsettling.']","['@jakeakajackie', 'received', 'many', 'excellent', 'responses', 'query.', 'unsettling.']","(1048576,[379625,380666,410413,507188,587630,732172,964305],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[379625,380666,410413,507188,587630,732172,964305],[5.13873529672,5.13873529672,5.13873529672,4.44558811616,5.13873529672,5.13873529672,5.13873529672])",4
248,@bthomas215 @aakashshingada @edgarvlermamd Long-term follow-up of these patients will reveal whether there is a pat… https://t.co/Rl9Aix6nE3,0,"['@bthomas215', '@aakashshingada', '@edgarvlermamd', 'long-term', 'follow-up', 'of', 'these', 'patients', 'will', 'reveal', 'whether', 'there', 'is', 'a', 'pat…', 'https://t.co/rl9aix6ne3']","['@bthomas215', '@aakashshingada', '@edgarvlermamd', 'long-term', 'follow-up', 'patients', 'reveal', 'whether', 'pat…', 'https://t.co/rl9aix6ne3']","(1048576,[9130,164824,343539,524954,658176,692838,814010,873799,933002,998482],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[9130,164824,343539,524954,658176,692838,814010,873799,933002,998482],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
249,Don’t make promises you can’t keep!,0,"['don’t', 'make', 'promises', 'you', 'can’t', 'keep!']","['don’t', 'make', 'promises', 'can’t', 'keep!']","(1048576,[154378,302386,351861,687585,835053],[1.0,1.0,1.0,1.0,1.0])","(1048576,[154378,302386,351861,687585,835053],[3.7524409356,4.73327018862,3.88597232823,5.13873529672,5.13873529672])",4
250,Excited to be joining @BuzzFeedNews @AM2DM this morning to talk about our movement #ForOurFuture. Join us:… https://t.co/EVW8jbmiho,0,"['excited', 'to', 'be', 'joining', '@buzzfeednews', '@am2dm', 'this', 'morning', 'to', 'talk', 'about', 'our', 'movement', '#forourfuture.', 'join', 'us:…', 'https://t.co/evw8jbmiho']","['excited', 'joining', '@buzzfeednews', '@am2dm', 'morning', 'talk', 'movement', '#forourfuture.', 'join', 'us:…', 'https://t.co/evw8jbmiho']","(1048576,[351567,393886,416047,426694,536239,585584,626043,646841,676151,858557,1021672],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[351567,393886,416047,426694,536239,585584,626043,646841,676151,858557,1021672],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.22244456485,4.73327018862,5.13873529672,5.13873529672,4.73327018862,4.44558811616,3.43398720449])",4
251,Happy birthday @0xnicky ???,0,"['happy', 'birthday', '@0xnicky', '???']","['happy', 'birthday', '@0xnicky', '???']","(1048576,[86293,231929,491111,505049],[1.0,1.0,1.0,1.0])","(1048576,[86293,231929,491111,505049],[4.22244456485,5.13873529672,4.22244456485,5.13873529672])",4
252,@Finck_aboutit Dude it takes forever ?,0,"['@finck_aboutit', 'dude', 'it', 'takes', 'forever', '?']","['@finck_aboutit', 'dude', 'takes', 'forever', '?']","(1048576,[50134,223829,315374,539791,870237],[1.0,1.0,1.0,1.0,1.0])","(1048576,[50134,223829,315374,539791,870237],[5.13873529672,4.73327018862,4.73327018862,5.13873529672,4.44558811616])",4
253,"I got my car in January with 11k miles, it’s now may and I have 16 almost 17k lmao, this how you know ion stay my ass home",0,"['i', 'got', 'my', 'car', 'in', 'january', 'with', '11k', 'miles,', 'it’s', 'now', 'may', 'and', 'i', 'have', '16', 'almost', '17k', 'lmao,', 'this', 'how', 'you', 'know', 'ion', 'stay', 'my', 'ass', 'home']","['got', 'car', 'january', '11k', 'miles,', 'it’s', 'may', '16', 'almost', '17k', 'lmao,', 'know', 'ion', 'stay', 'ass', 'home']","(1048576,[53106,140586,175329,223821,254786,293607,418069,510279,542181,694632,751779,754060,835716,859681,927363,1029700],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[53106,140586,175329,223821,254786,293607,418069,510279,542181,694632,751779,754060,835716,859681,927363,1029700],[5.13873529672,4.44558811616,5.13873529672,5.13873529672,4.73327018862,3.63465789995,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.73327018862,3.7524409356,3.43398720449])",4
254,@LadynikiW Girl... I’m so done by this point??????,0,"['@ladynikiw', 'girl...', 'i’m', 'so', 'done', 'by', 'this', 'point??\u200d???']","['@ladynikiw', 'girl...', 'i’m', 'done', 'point??\u200d???']","(1048576,[235606,481786,727006,899731,991942],[1.0,1.0,1.0,1.0,1.0])","(1048576,[235606,481786,727006,899731,991942],[3.19282514767,5.13873529672,5.13873529672,4.73327018862,5.13873529672])",4
255,"Work hard, stay positive, and get up early. It’s the best part of the day. @… https://t.co/p4GVIJtJhb",0,"['work', 'hard,', 'stay', 'positive,', 'and', 'get', 'up', 'early.', 'it’s', 'the', 'best', 'part', 'of', 'the', 'day.', '@…', 'https://t.co/p4gvijtjhb']","['work', 'hard,', 'stay', 'positive,', 'get', 'early.', 'it’s', 'best', 'part', 'day.', '@…', 'https://t.co/p4gvijtjhb']","(1048576,[13014,208430,262613,322536,362039,795236,820775,859681,952459,988434,993113,1029700],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[13014,208430,262613,322536,362039,795236,820775,859681,952459,988434,993113,1029700],[5.13873529672,4.73327018862,5.13873529672,5.13873529672,3.7524409356,4.73327018862,2.88744349812,4.73327018862,3.88597232823,4.44558811616,5.13873529672,3.43398720449])",4
256,Need to do more of these!! https://t.co/6vlhKXY702,0,"['need', 'to', 'do', 'more', 'of', 'these!!', 'https://t.co/6vlhkxy702']","['need', 'these!!', 'https://t.co/6vlhkxy702']","(1048576,[535896,713358,869593],[1.0,1.0,1.0])","(1048576,[535896,713358,869593],[5.13873529672,5.13873529672,4.04012300806])",4
257,This is what our office looks like at #HoustonHobbyAirport:) https://t.co/PW14OfJFFp,0,"['this', 'is', 'what', 'our', 'office', 'looks', 'like', 'at', '#houstonhobbyairport:)', 'https://t.co/pw14ofjffp']","['office', 'looks', 'like', '#houstonhobbyairport:)', 'https://t.co/pw14ofjffp']","(1048576,[174838,372837,470402,555222,924106],[1.0,1.0,1.0,1.0,1.0])","(1048576,[174838,372837,470402,555222,924106],[5.13873529672,4.73327018862,3.12383227618,4.73327018862,5.13873529672])",4
258,"@realDonaldTrump So you knew about this and lied about it, like most of us knew you did. Cool.",0,"['@realdonaldtrump', 'so', 'you', 'knew', 'about', 'this', 'and', 'lied', 'about', 'it,', 'like', 'most', 'of', 'us', 'knew', 'you', 'did.', 'cool.']","['@realdonaldtrump', 'knew', 'lied', 'it,', 'like', 'us', 'knew', 'did.', 'cool.']","(1048576,[342466,470402,525279,546160,584396,674404,981564,982851],[1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[342466,470402,525279,546160,584396,674404,981564,982851],[4.44558811616,3.12383227618,10.2774705934,4.44558811616,5.13873529672,5.13873529672,4.73327018862,5.13873529672])",4
259,@ShreyaComa PLEASE KEEP SMILING SHONA. MY WORLD ONLY SHINE WHEN YOU SMILE ?,0,"['@shreyacoma', 'please', 'keep', 'smiling', 'shona.', 'my', 'world', 'only', 'shine', 'when', 'you', 'smile', '?']","['@shreyacoma', 'please', 'keep', 'smiling', 'shona.', 'world', 'shine', 'smile', '?']","(1048576,[267320,409894,420938,443870,557178,559514,698520,754187,1017353],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[267320,409894,420938,443870,557178,559514,698520,754187,1017353],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.73327018862,5.13873529672,5.13873529672,5.13873529672,4.22244456485])",4
260,Who told @RanchviewHS to bring tardy sweeps back ?????,0,"['who', 'told', '@ranchviewhs', 'to', 'bring', 'tardy', 'sweeps', 'back', '??\u200d??']","['told', '@ranchviewhs', 'bring', 'tardy', 'sweeps', 'back', '??\u200d??']","(1048576,[203884,332712,593701,839346,907028,918702,1028317],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[203884,332712,593701,839346,907028,918702,1028317],[5.13873529672,5.13873529672,4.44558811616,4.73327018862,5.13873529672,4.22244456485,5.13873529672])",4
261,temperature up 45°F -&gt; 54°F,0,"['temperature', 'up', '45°f', '-&gt;', '54°f']","['temperature', '45°f', '-&gt;', '54°f']","(1048576,[202972,403380,491452,760798],[1.0,1.0,1.0,1.0])","(1048576,[202972,403380,491452,760798],[4.44558811616,5.13873529672,5.13873529672,5.13873529672])",4
262,humidity down 89% -&gt; 71%,0,"['humidity', 'down', '89%', '-&gt;', '71%']","['humidity', '89%', '-&gt;', '71%']","(1048576,[202972,494815,498613,708612],[1.0,1.0,1.0,1.0])","(1048576,[202972,494815,498613,708612],[4.44558811616,5.13873529672,5.13873529672,5.13873529672])",4
263,wind 2mph -&gt; 4mph,0,"['wind', '2mph', '-&gt;', '4mph']","['wind', '2mph', '-&gt;', '4mph']","(1048576,[202972,265440,381390,891548],[1.0,1.0,1.0,1.0])","(1048576,[202972,265440,381390,891548],[4.44558811616,5.13873529672,5.13873529672,5.13873529672])",4
264,This is self-explanatory! You already know how it’s going down. ,1,"['this', 'is', 'self-explanatory!', 'you', 'already', 'know', 'how', 'it’s', 'going', 'down.']","['self-explanatory!', 'already', 'know', 'it’s', 'going', 'down.']","(1048576,[62713,216675,494829,653752,927363,1029700],[1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[62713,216675,494829,653752,927363,1029700],[5.13873529672,5.13873529672,4.22244456485,5.13873529672,3.7524409356,3.43398720449])",4
265,Celebrate @alexxanderfit birthday tonight! ????,0,"['celebrate', '@alexxanderfit', 'birthday', 'tonight!', '????']","['celebrate', '@alexxanderfit', 'birthday', 'tonight!', '????']","(1048576,[12817,318376,464041,491111,645168],[1.0,1.0,1.0,1.0,1.0])","(1048576,[12817,318376,464041,491111,645168],[5.13873529672,5.13873529672,5.13873529672,4.22244456485,5.13873529672])",4
266,H… https://t.co/DZINzyQwiu,0,"['h…', 'https://t.co/dzinzyqwiu']","['h…', 'https://t.co/dzinzyqwiu']","(1048576,[469315,856155],[1.0,1.0])","(1048576,[469315,856155],[5.13873529672,4.73327018862])",4
267,@MaryTfan ok love,0,"['@marytfan', 'ok', 'love']","['@marytfan', 'ok', 'love']","(1048576,[122516,786548,972912],[1.0,1.0,1.0])","(1048576,[122516,786548,972912],[3.88597232823,5.13873529672,3.63465789995])",4
268,@lightsonlara babyy,0,"['@lightsonlara', 'babyy']","['@lightsonlara', 'babyy']","(1048576,[563913,884047],[1.0,1.0])","(1048576,[563913,884047],[5.13873529672,5.13873529672])",4
269,@jeremy124 That’s the only way Juuzou will let me hold him haha,0,"['@jeremy124', 'that’s', 'the', 'only', 'way', 'juuzou', 'will', 'let', 'me', 'hold', 'him', 'haha']","['@jeremy124', 'that’s', 'way', 'juuzou', 'let', 'hold', 'haha']","(1048576,[311272,348697,461399,530053,760780,850620,1034144],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[311272,348697,461399,530053,760780,850620,1034144],[5.13873529672,5.13873529672,4.44558811616,5.13873529672,4.22244456485,4.73327018862,5.13873529672])",4
270,@theechriswhite Thank you chris ????,0,"['@theechriswhite', 'thank', 'you', 'chris', '????']","['@theechriswhite', 'thank', 'chris', '????']","(1048576,[132458,478576,886238,1015610],[1.0,1.0,1.0,1.0])","(1048576,[132458,478576,886238,1015610],[4.22244456485,5.13873529672,5.13873529672,5.13873529672])",4
271,"I get I am J. Cole biased, but this KOD album is super nice",0,"['i', 'get', 'i', 'am', 'j.', 'cole', 'biased,', 'but', 'this', 'kod', 'album', 'is', 'super', 'nice']","['get', 'j.', 'cole', 'biased,', 'kod', 'album', 'super', 'nice']","(1048576,[362039,443256,488803,636154,644324,808778,831935,907579],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[362039,443256,488803,636154,644324,808778,831935,907579],[3.7524409356,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
272,@NormEisen @JRubinBlogger @CREWcrew I truly wonder: is trump above the law as long as congressional Republicans ref… https://t.co/Dq4FxdYI4W,0,"['@normeisen', '@jrubinblogger', '@crewcrew', 'i', 'truly', 'wonder:', 'is', 'trump', 'above', 'the', 'law', 'as', 'long', 'as', 'congressional', 'republicans', 'ref…', 'https://t.co/dq4fxdyi4w']","['@normeisen', '@jrubinblogger', '@crewcrew', 'truly', 'wonder:', 'trump', 'law', 'long', 'congressional', 'republicans', 'ref…', 'https://t.co/dq4fxdyi4w']","(1048576,[7612,35526,61058,113680,238432,241040,419905,508824,543291,627127,730600,780536],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[7612,35526,61058,113680,238432,241040,419905,508824,543291,627127,730600,780536],[4.22244456485,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.44558811616,5.13873529672])",4
273,"@Franklin_Graham @POTUS @VP Sure I will pray always with you...but the problem is that do not gave,a heart...what else can we do...?",0,"['@franklin_graham', '@potus', '@vp', 'sure', 'i', 'will', 'pray', 'always', 'with', 'you...but', 'the', 'problem', 'is', 'that', 'do', 'not', 'gave,a', 'heart...what', 'else', 'can', 'we', 'do...?']","['@franklin_graham', '@potus', '@vp', 'sure', 'pray', 'always', 'you...but', 'problem', 'gave,a', 'heart...what', 'else', 'do...?']","(1048576,[12995,120259,236821,278039,396269,526980,588173,591850,651866,715074,908461,1003023],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[12995,120259,236821,278039,396269,526980,588173,591850,651866,715074,908461,1003023],[5.13873529672,4.73327018862,3.7524409356,5.13873529672,4.44558811616,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
274,@rkwbyrd @Soultana67 Sounds like a terrific recipe for disaster Rhonda.,0,"['@rkwbyrd', '@soultana67', 'sounds', 'like', 'a', 'terrific', 'recipe', 'for', 'disaster', 'rhonda.']","['@rkwbyrd', '@soultana67', 'sounds', 'like', 'terrific', 'recipe', 'disaster', 'rhonda.']","(1048576,[416090,470402,471179,485842,512868,650654,684717,895387],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[416090,470402,471179,485842,512868,650654,684717,895387],[5.13873529672,3.12383227618,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
275,I went back and forth w these pics so many times https://t.co/fKrWNZtnGZ,0,"['i', 'went', 'back', 'and', 'forth', 'w', 'these', 'pics', 'so', 'many', 'times', 'https://t.co/fkrwnztngz']","['went', 'back', 'forth', 'w', 'pics', 'many', 'times', 'https://t.co/fkrwnztngz']","(1048576,[341750,408283,417907,507188,667249,918702,927954,998288],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[341750,408283,417907,507188,667249,918702,927954,998288],[5.13873529672,4.44558811616,5.13873529672,4.44558811616,5.13873529672,4.22244456485,5.13873529672,5.13873529672])",4
276,IF YOU DONT DELETE THIS ????thanks bros???? https://t.co/sal9wRIMj2,0,"['if', 'you', 'dont', 'delete', 'this', '????thanks', 'bros????', 'https://t.co/sal9wrimj2']","['dont', 'delete', '????thanks', 'bros????', 'https://t.co/sal9wrimj2']","(1048576,[50173,626521,754236,834787,873705],[1.0,1.0,1.0,1.0,1.0])","(1048576,[50173,626521,754236,834787,873705],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
277,@LeahNTorres The enemies of women’s independence will never give up until RvW is overturned. This will go on foreve… https://t.co/EwgDeJzhJ2,0,"['@leahntorres', 'the', 'enemies', 'of', 'women’s', 'independence', 'will', 'never', 'give', 'up', 'until', 'rvw', 'is', 'overturned.', 'this', 'will', 'go', 'on', 'foreve…', 'https://t.co/ewgdejzhj2']","['@leahntorres', 'enemies', 'women’s', 'independence', 'never', 'give', 'rvw', 'overturned.', 'go', 'foreve…', 'https://t.co/ewgdejzhj2']","(1048576,[99,1921,95880,369511,417197,599597,696765,715278,754602,770094,787433],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[99,1921,95880,369511,417197,599597,696765,715278,754602,770094,787433],[5.13873529672,5.13873529672,5.13873529672,4.73327018862,5.13873529672,5.13873529672,4.04012300806,5.13873529672,5.13873529672,3.7524409356,5.13873529672])",4
278,"Did this lady deserve to be called an asshole for parking like that? Sure, that’s highly inconsiderate, but the N w… https://t.co/JTBTD8t6ze",0,"['did', 'this', 'lady', 'deserve', 'to', 'be', 'called', 'an', 'asshole', 'for', 'parking', 'like', 'that?', 'sure,', 'that’s', 'highly', 'inconsiderate,', 'but', 'the', 'n', 'w…', 'https://t.co/jtbtd8t6ze']","['lady', 'deserve', 'called', 'asshole', 'parking', 'like', 'that?', 'sure,', 'that’s', 'highly', 'inconsiderate,', 'n', 'w…', 'https://t.co/jtbtd8t6ze']","(1048576,[159744,178534,293848,362887,377991,470402,474420,643931,725613,760780,766234,795706,850249,1023839],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[159744,178534,293848,362887,377991,470402,474420,643931,725613,760780,766234,795706,850249,1023839],[5.13873529672,4.73327018862,5.13873529672,5.13873529672,4.73327018862,3.12383227618,5.13873529672,5.13873529672,5.13873529672,4.22244456485,5.13873529672,4.73327018862,5.13873529672,5.13873529672])",4
279,@amocc_ I’m laughing so hard.,0,"['@amocc_', 'i’m', 'laughing', 'so', 'hard.']","['@amocc_', 'i’m', 'laughing', 'hard.']","(1048576,[235606,725262,886825,1014898],[1.0,1.0,1.0,1.0])","(1048576,[235606,725262,886825,1014898],[3.19282514767,5.13873529672,5.13873529672,5.13873529672])",4
280,"@TheRickHoweShow You're right, the public does rely on professional journalists. Talking to these alt Left hacks sh… https://t.co/poinnlQg0U",0,"['@therickhoweshow', ""you're"", 'right,', 'the', 'public', 'does', 'rely', 'on', 'professional', 'journalists.', 'talking', 'to', 'these', 'alt', 'left', 'hacks', 'sh…', 'https://t.co/poinnlqg0u']","['@therickhoweshow', 'right,', 'public', 'rely', 'professional', 'journalists.', 'talking', 'alt', 'left', 'hacks', 'sh…', 'https://t.co/poinnlqg0u']","(1048576,[182577,303029,432558,463492,469208,469347,639504,772056,789424,828407,970683,1017394],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[182577,303029,432558,463492,469208,469347,639504,772056,789424,828407,970683,1017394],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.73327018862,5.13873529672,5.13873529672,5.13873529672,4.73327018862])",4
281,1. San Diego,0,"['1.', 'san', 'diego']","['1.', 'san', 'diego']","(1048576,[4089,408278,826396],[1.0,1.0,1.0])","(1048576,[4089,408278,826396],[5.13873529672,5.13873529672,5.13873529672])",4
282,2. Chicago ,0,"['2.', 'chicago']","['2.', 'chicago']","(1048576,[755428,910370],[1.0,1.0])","(1048576,[755428,910370],[5.13873529672,5.13873529672])",4
283,3. Random place wherever I find a good job in sports so I can stop working 4 part-time job… https://t.co/ugVbrnQhz3,0,"['3.', 'random', 'place', 'wherever', 'i', 'find', 'a', 'good', 'job', 'in', 'sports', 'so', 'i', 'can', 'stop', 'working', '4', 'part-time', 'job…', 'https://t.co/ugvbrnqhz3']","['3.', 'random', 'place', 'wherever', 'find', 'good', 'job', 'sports', 'stop', 'working', '4', 'part-time', 'job…', 'https://t.co/ugvbrnqhz3']","(1048576,[344107,377206,464412,585519,616166,655060,712859,841276,889256,899864,975106,981862,1001098,1020310],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[344107,377206,464412,585519,616166,655060,712859,841276,889256,899864,975106,981862,1001098,1020310],[5.13873529672,5.13873529672,5.13873529672,4.73327018862,4.73327018862,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.04012300806,5.13873529672,4.44558811616,4.73327018862,4.22244456485])",4
284,I got one two three four five six seven eight ones in my bank account in my bank account,0,"['i', 'got', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight', 'ones', 'in', 'my', 'bank', 'account', 'in', 'my', 'bank', 'account']","['got', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight', 'ones', 'bank', 'account', 'bank', 'account']","(1048576,[15664,128087,146390,153032,268837,293607,355451,536998,649660,865154,929974,949565],[1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[15664,128087,146390,153032,268837,293607,355451,536998,649660,865154,929974,949565],[4.22244456485,5.13873529672,9.46654037723,5.13873529672,9.46654037723,3.63465789995,4.73327018862,5.13873529672,3.52929738429,5.13873529672,5.13873529672,5.13873529672])",4
285,"? The day has finally come, my Jason WITTEN realjasonwitten82, my favorite… https://t.co/C6wyCrzWAy",0,"['?', 'the', 'day', 'has', 'finally', 'come,', 'my', 'jason', 'witten', 'realjasonwitten82,', 'my', 'favorite…', 'https://t.co/c6wycrzway']","['?', 'day', 'finally', 'come,', 'jason', 'witten', 'realjasonwitten82,', 'favorite…', 'https://t.co/c6wycrzway']","(1048576,[36167,78295,190060,332941,511678,800389,806427,870848,1000870],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[36167,78295,190060,332941,511678,800389,806427,870848,1000870],[5.13873529672,4.73327018862,5.13873529672,5.13873529672,5.13873529672,3.52929738429,5.13873529672,5.13873529672,5.13873529672])",4
286,Every time we kiss it’s swisher sweet,0,"['every', 'time', 'we', 'kiss', 'it’s', 'swisher', 'sweet']","['every', 'time', 'kiss', 'it’s', 'swisher', 'sweet']","(1048576,[68620,150494,383661,388352,885006,1029700],[1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[68620,150494,383661,388352,885006,1029700],[5.13873529672,5.13873529672,4.04012300806,5.13873529672,5.13873529672,3.43398720449])",4
287,@henrystewartdam @DalimSoftware  #DAM in 2018 - The Great Migration by @TheresaRegli https://t.co/WbKcDBctgv,0,"['@henrystewartdam', '@dalimsoftware', '', '#dam', 'in', '2018', '-', 'the', 'great', 'migration', 'by', '@theresaregli', 'https://t.co/wbkcdbctgv']","['@henrystewartdam', '@dalimsoftware', '', '#dam', '2018', '-', 'great', 'migration', '@theresaregli', 'https://t.co/wbkcdbctgv']","(1048576,[47285,138356,241052,569819,657104,843209,847039,919182,946018,1035612],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[47285,138356,241052,569819,657104,843209,847039,919182,946018,1035612],[5.13873529672,3.52929738429,5.13873529672,2.57378593926,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.73327018862,3.7524409356])",4
288,@OOrsak I like the optimism. Could check the runs during commercial breaks...,1,"['@oorsak', 'i', 'like', 'the', 'optimism.', 'could', 'check', 'the', 'runs', 'during', 'commercial', 'breaks...']","['@oorsak', 'like', 'optimism.', 'check', 'runs', 'commercial', 'breaks...']","(1048576,[227800,261899,380336,470402,554727,953570,1006010],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[227800,261899,380336,470402,554727,953570,1006010],[5.13873529672,5.13873529672,5.13873529672,3.12383227618,5.13873529672,5.13873529672,3.3469758275])",4
289,"2016 Lamborghini Huracan LP610-4 Spyder w/3300 miles • asking $269,000.00 • #LamborghiniforSale in #Charlotte • min… https://t.co/hrYDSeJSvT",0,"['2016', 'lamborghini', 'huracan', 'lp610-4', 'spyder', 'w/3300', 'miles', '•', 'asking', '$269,000.00', '•', '#lamborghiniforsale', 'in', '#charlotte', '•', 'min…', 'https://t.co/hrydsejsvt']","['2016', 'lamborghini', 'huracan', 'lp610-4', 'spyder', 'w/3300', 'miles', '•', 'asking', '$269,000.00', '•', '#lamborghiniforsale', '#charlotte', '•', 'min…', 'https://t.co/hrydsejsvt']","(1048576,[73979,169800,274265,462350,637693,656021,679361,701321,762557,832725,852707,859458,927967,1006053],[3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[73979,169800,274265,462350,637693,656021,679361,701321,762557,832725,852707,859458,927967,1006053],[15.4162058902,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
290,Need these in my life https://t.co/3zBZTpqx78,0,"['need', 'these', 'in', 'my', 'life', 'https://t.co/3zbztpqx78']","['need', 'life', 'https://t.co/3zbztpqx78']","(1048576,[172517,819222,869593],[1.0,1.0,1.0])","(1048576,[172517,819222,869593],[4.44558811616,5.13873529672,4.04012300806])",4
291,We have a game to win tonight.,0,"['we', 'have', 'a', 'game', 'to', 'win', 'tonight.']","['game', 'win', 'tonight.']","(1048576,[490924,897600,925327],[1.0,1.0,1.0])","(1048576,[490924,897600,925327],[4.73327018862,5.13873529672,5.13873529672])",4
292,Got ready in 10 minutes this morning because they called me in early. I’m sure as shit ready for a nap.,0,"['got', 'ready', 'in', '10', 'minutes', 'this', 'morning', 'because', 'they', 'called', 'me', 'in', 'early.', 'i’m', 'sure', 'as', 'shit', 'ready', 'for', 'a', 'nap.']","['got', 'ready', '10', 'minutes', 'morning', 'called', 'early.', 'i’m', 'sure', 'shit', 'ready', 'nap.']","(1048576,[178534,208430,235606,293607,355044,396269,536239,588364,592472,786336,1045955],[1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[178534,208430,235606,293607,355044,396269,536239,588364,592472,786336,1045955],[4.73327018862,4.73327018862,3.19282514767,3.63465789995,8.89117623233,4.44558811616,4.22244456485,4.04012300806,5.13873529672,5.13873529672,4.73327018862])",4
293,I could look at these old IBM posters all day,0,"['i', 'could', 'look', 'at', 'these', 'old', 'ibm', 'posters', 'all', 'day']","['look', 'old', 'ibm', 'posters', 'day']","(1048576,[4200,540409,800389,934594,1010195],[1.0,1.0,1.0,1.0,1.0])","(1048576,[4200,540409,800389,934594,1010195],[5.13873529672,5.13873529672,3.52929738429,5.13873529672,4.44558811616])",4
294,https://t.co/S1EDe7e9jx,0,['https://t.co/s1ede7e9jx'],['https://t.co/s1ede7e9jx'],"(1048576,[806564],[1.0])","(1048576,[806564],[5.13873529672])",4
295,"Interested in a #job in #RedWing, MN? This could be a great fit: https://t.co/vPA0E1k8rf #EmergencyMedicine #Hiring #CareerArc",0,"['interested', 'in', 'a', '#job', 'in', '#redwing,', 'mn?', 'this', 'could', 'be', 'a', 'great', 'fit:', 'https://t.co/vpa0e1k8rf', '#emergencymedicine', '#hiring', '#careerarc']","['interested', '#job', '#redwing,', 'mn?', 'great', 'fit:', 'https://t.co/vpa0e1k8rf', '#emergencymedicine', '#hiring', '#careerarc']","(1048576,[41104,122254,138356,142204,235528,348720,546607,583080,695983,993918],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[41104,122254,138356,142204,235528,348720,546607,583080,695983,993918],[5.13873529672,2.3978952728,3.52929738429,5.13873529672,4.73327018862,4.73327018862,2.27653441579,5.13873529672,2.36614657448,4.44558811616])",4
