,_1,_2,_3,_4
2414,"Austin #SXSW iPad 2 line now 1.75 blocks long (not in line, just enjoying the spectacle) {link}","(262144,[18691,71576,81776,110078,137383,137990,150537,206312,212053,227983,241100,250972,252859],[0.0,6.01596952484,0.0,3.45102016737,0.0,0.0,1.30643932352,5.32282234428,2.8125978865,2.1085725878,0.615026147212,6.63500873324,3.04752939357])","[0.0931291531191,0.154909539196,0.0852498050456,0.13653620427,0.0882850613649,0.106543848745,0.236749436452,0.0985969518076]",6
2424,"So far, my @mention iPhone and MiFi have been rock solid here at #SXSW (cc @mention @mention","(262144,[9886,31445,55382,56559,128272,206081,235956,241100],[6.78915941307,0.0,0.0,2.75491877492,4.14372160982,6.63500873324,6.63500873324,0.615026147212])","[0.0939712012415,0.0933730530853,0.0873160008614,0.0951646771781,0.113275219384,0.139885540001,0.28559364348,0.0914206647681]",6
2453,Looks very interesting.  Good luck at #SxSW Localmind Available on the iPhone {link},"(262144,[56559,64881,65053,110693,113432,150537,169545,238163,241100,249180],[2.75491877492,6.78915941307,0.0,4.86734681559,4.13826762581,1.30643932352,0.0,5.87286868119,0.615026147212,2.33481211682])","[0.0972519543911,0.0967648446351,0.171170666145,0.0924707604535,0.102247716339,0.0949528329291,0.252114967509,0.0930262575982]",6
2455,"Officially iPad-ed #SXSW (@mention Apple Store, SXSW w/ 16 others) {link}","(262144,[9529,112114,137274,150537,153639,159986,175129,175329,175799,200223,241100],[3.8187449475,4.77425639253,5.53639644457,1.30643932352,0.0,6.50147734062,5.05455835768,0.0,4.30425276328,2.24763925416,0.615026147212])","[0.0984789946774,0.122855795726,0.0808037861556,0.088223939319,0.166703436313,0.119740638479,0.23795678484,0.0852366244896]",6
2459,Brought my lunch and took train to #SXSW the last two days. Have I earned an iPad? #frugality,"(262144,[5381,15664,31356,46558,63511,96239,175817,187326,211427,241100,249943],[4.39126414027,5.05455835768,6.38369430496,0.0,6.38369430496,6.63500873324,5.87286868119,0.0,0.0,0.615026147212,4.42203579894])","[0.0766491420712,0.144488495658,0.102725868766,0.092274415782,0.084373532728,0.0843850059401,0.233822937684,0.18128060137]",6
2463,"Austin, my pal @mention lost her phone, please help RT @mention I left my WHITE iPhone 4G in a cab in Austin at #SXSW Internet, please help.","(262144,[223,2513,19153,51855,56559,57341,84533,92214,108981,128272,137405,170414,230921,239859,241100,248305,252859],[5.87286868119,0.0,5.94186155268,0.0,2.75491877492,5.94186155268,6.50147734062,0.0,0.0,2.76248107321,0.0,5.48987642894,9.88666544514,5.24871437212,0.615026147212,2.7003858959,3.04752939357])","[0.0769873011654,0.0730012696534,0.222551749907,0.0765841194637,0.0703840118424,0.099002144195,0.262244271249,0.119245132524]",6
2467,Still only seen two non-iPad tablets at #sxsw. Thousands of iPads.,"(262144,[9833,15664,36200,148345,161853,186593,249366,258851],[0.0,5.05455835768,4.45378449725,3.40476914972,6.38369430496,5.63647990313,0.0,0.0])","[0.131913981545,0.0959134607537,0.115667734719,0.105517805884,0.125076813643,0.095038141703,0.227006589415,0.103865472337]",6
2469,Very happy that Discovr has been named as one of the top ten must-have apps for iPad 2 :) I just have to fight my way thru the queue! #sxsw,"(262144,[7062,18036,32411,60268,86293,89728,125372,147576,183613,192545,199255,203001,212053,222992,227983,241100],[4.64909324957,6.63500873324,6.63500873324,6.2783337893,5.32282234428,0.0,3.85353106358,0.0,0.0,0.0,4.53786761446,6.1830236095,2.8125978865,4.43778415591,2.1085725878,0.615026147212])","[0.0677621677446,0.0667769307983,0.0775925052936,0.0707625684108,0.100173327114,0.0765801263161,0.467903677745,0.0724486965768]",6
2471,apparently the line to get an iPad at the #sxsw store grew by 2 blocks to 5 blocks in the past 30 mins. WUT.,"(262144,[7367,56808,89689,98627,99895,110078,123686,212053,227983,231068,237244,241100,250555,250972],[2.53354670325,0.0,4.89203942818,6.01596952484,3.36598312469,3.45102016737,0.0,2.8125978865,2.1085725878,0.0,5.6905471244,0.615026147212,6.09601223251,13.2700174665])","[0.085800398647,0.108673753785,0.0713545062161,0.0744922496177,0.113798509173,0.112982063721,0.351130009744,0.0817685090953]",6
2472,Apparently there is an iPad and iPhone app to block #sxsw tweets. :),"(262144,[56559,128327,129622,199748,222992,227983,237244,241100],[2.75491877492,5.63647990313,3.21028085417,0.0,4.43778415591,2.1085725878,5.6905471244,0.615026147212])","[0.118443444859,0.0978725207467,0.0913708122084,0.101691521572,0.103922783691,0.0964374480698,0.294406269193,0.095855199661]",6
2480,It's funny watching a room full of people hold their iPad in the air to take a photo. Like a room full of tablets staring you down. #SXSW,"(262144,[5765,55639,63139,109995,114686,122760,129464,151393,161853,164686,175036,188570,208258,227983,241100],[0.0,3.63215899192,5.58518660874,5.87286868119,4.45378449725,6.50147734062,6.78915941307,10.8057301039,6.38369430496,11.0727928891,0.0,6.78915941307,3.49332254706,2.1085725878,0.615026147212])","[0.0748364568374,0.0582207837606,0.0658254450736,0.16197089312,0.0601832117242,0.058574649702,0.442661600993,0.0777269587886]",6
2488,&quot;They're in line for some ipad thing&quot; #overheard #sxsw #normalpeople {link},"(262144,[1514,10922,110078,150537,218079,221109,227983,241100],[0.0,0.0,3.45102016737,1.30643932352,0.0,0.0,2.1085725878,0.615026147212])","[0.129557446926,0.116757794423,0.115254829784,0.125488444916,0.120635281576,0.126424596897,0.139476824856,0.126404780622]",6
2510,@mention you can check out {link} for other #SXSW iPad apps too.,"(262144,[7062,53777,128272,150537,219578,227983,241100],[4.64909324957,6.01596952484,1.38124053661,1.30643932352,4.55556719156,2.1085725878,0.615026147212])","[0.126009629922,0.131274520894,0.114446707137,0.123866877552,0.122550355218,0.119266695049,0.161203431808,0.10138178242]",6
2517,"@mention You guys should do this &amp; give me the iPad you win :) &quot;@mention CBS, SCVNGR Launch Spy Game at SXSW - {link} #sxsw&quot;","(262144,[288,9529,28341,45531,101376,102257,107367,128272,138895,149264,150537,157689,213022,222992,227983,228780,246199],[0.0,3.8187449475,0.0,2.64338267721,5.74770553824,3.46292506988,4.27685378909,1.38124053661,4.8197187666,0.0,1.30643932352,6.38369430496,3.0240908206,4.43778415591,2.1085725878,4.30425276328,0.0])","[0.0891294226466,0.157676751685,0.120566483127,0.0936044240873,0.105274525243,0.105198509103,0.23005935038,0.0984905337282]",6
2520,"@mention you might also appreciate new iPhone app tweetcaster. Zip it feature let's you hide ANY keywords or hashtag, incl of course #sxsw :)","(262144,[15539,29945,56559,94266,128272,129622,135583,147136,147801,166383,167200,213692,214074,222992,232714,236274,241100],[0.0,2.66471681969,2.75491877492,0.0,1.38124053661,3.21028085417,0.0,5.28508201629,4.99739994384,0.0,6.63500873324,6.78915941307,0.0,4.43778415591,0.0,0.0,0.615026147212])","[0.119665461912,0.0966052066002,0.080954474026,0.0873024134298,0.0857251010918,0.208601097978,0.240566598969,0.0805796459935]",6
2522,@mention you should find @mention or...you can go purchase the new ipad2 at the #sxsw apple kiosk,"(262144,[29945,53400,91878,128272,155958,172477,182344,200223,241100,245255],[2.66471681969,4.37622626291,4.77425639253,2.76248107321,0.0,4.07005937578,6.63500873324,2.24763925416,0.615026147212,0.0])","[0.124448945633,0.106530263934,0.110856555174,0.10145082936,0.101221677644,0.150221156868,0.20530021823,0.0999703531579]",6
2526,How much you want to bet Apple is disproportionately stocking the #SXSW pop-up store with iPad 2? The influencer/hipsters thank you,"(262144,[7367,57035,68129,76764,89542,132458,145406,190256,200223,203877,227983,232585,241100],[2.53354670325,3.94618989407,0.0,4.79672924838,0.0,4.99739994384,6.38369430496,4.29045944115,2.24763925416,0.0,2.1085725878,6.2783337893,0.615026147212])","[0.103729306345,0.103223605772,0.162779973222,0.16346970818,0.0868074298847,0.108663423275,0.170920709856,0.100405843465]",6
2548,Ipad everywhere. #SXSW {link},"(262144,[2841,150537,227983,241100],[0.0,1.30643932352,2.1085725878,0.615026147212])","[0.12567769219,0.120996659811,0.121014699616,0.129822470916,0.123590411199,0.125394823873,0.129827303889,0.123675938507]",6
2551,Some Verizon iPhone customers complained their time fell back an hour this weekend.  Of course they were the New Yorkers who attended #SXSW.,"(262144,[29945,48857,52800,56559,98431,121517,130373,132270,148345,178281,211938,213692,218552,238778,249180],[2.66471681969,0.0,0.0,2.75491877492,5.36204305743,3.93652798316,0.0,5.21362305231,3.40476914972,6.63500873324,0.0,6.78915941307,6.78915941307,0.0,2.33481211682])","[0.0952665408608,0.0774362496894,0.0826761308879,0.0866233042589,0.114327148634,0.0924200749314,0.373432436401,0.0778181143362]",6
2561,"Pop-up Apple store, lengthy line presumably for iPad 2. #sxsw  {link}","(262144,[53787,57035,110078,150537,173074,175129,200223,227983,231140,241100,249180],[0.0,3.94618989407,3.45102016737,1.30643932352,0.0,5.05455835768,2.24763925416,2.1085725878,4.99739994384,0.615026147212,2.33481211682])","[0.139372282043,0.115241624153,0.0931187250457,0.101450667391,0.116305399944,0.146628537518,0.171191210849,0.116691553055]",6
2565,"#SXSW #AppleStore  @mention Apple Store, SXSW {link}","(262144,[9529,114171,128272,150537,175129,200223,241100,249180],[3.8187449475,6.63500873324,1.38124053661,1.30643932352,5.05455835768,2.24763925416,0.615026147212,2.33481211682])","[0.106821532392,0.0948506556773,0.0933302880981,0.0978777790316,0.10036197354,0.132544512288,0.273346972941,0.100866286033]",6
2579,Folks at PowerPad gave me free Dual 1850 contraption 2 charge my iPhone. Which was fortuitous as my phone was nearly dead. #SXSW #ignitesxsw,"(262144,[12247,86823,88257,125353,142368,147830,155888,173829,186712,212053,219861,233502,237761,241100,248046,256413],[5.6905471244,0.0,0.0,5.94186155268,0.0,0.0,0.0,4.53786761446,5.44542466637,2.8125978865,0.0,5.74770553824,3.63927645969,0.615026147212,0.0,0.0])","[0.0831496811292,0.101991218261,0.08299102957,0.131252275921,0.102322973756,0.0977786533702,0.318744674401,0.0817694935914]",6
2588,Add the Apple Pop-up Shop to your #SXSW @mention To-Do list -&gt; {link},"(262144,[704,14376,57035,84592,128272,150537,200223,202972,209611,241100],[0.0,5.94186155268,3.94618989407,6.2783337893,1.38124053661,1.30643932352,2.24763925416,5.94186155268,4.8197187666,0.615026147212])","[0.100388397629,0.0905857717199,0.142743619877,0.115200002667,0.0868744810593,0.144042376196,0.219054854747,0.101110496104]",6
2596,I think apple us winning #sxsw. Just a sea of silver white and glass,"(262144,[20509,21872,29098,57341,70028,92824,145718,148345,200223],[6.01596952484,4.33242364025,0.0,5.94186155268,4.30425276328,6.78915941307,0.0,3.40476914972,2.24763925416])","[0.0995315830669,0.0830040843981,0.0915727760102,0.0900910492479,0.0986769840462,0.0895815636516,0.32089945095,0.126642508629]",6
2646,OOPS!  copy/paste malfunction on the last tweet for @mention free #SXSW shuttle.  Correct link {link},"(262144,[5381,52390,59829,68106,128272,150537,171492,173848,237761,239106,241100,249180,258595],[4.39126414027,0.0,0.0,6.2783337893,1.38124053661,1.30643932352,0.0,0.0,3.63927645969,0.0,0.615026147212,4.66962423363,5.53639644457])","[0.101918540482,0.0987833830543,0.108878003027,0.103055580186,0.0973236183304,0.13703614135,0.248509077658,0.104495655912]",6
2662,Follow our #SXSW coverage at {link} on mobile at {link} or with our iPhone app http://bit.ly/guardianapp,"(262144,[56559,103376,129622,147284,150537,214988,217207,241100],[2.75491877492,5.58518660874,3.21028085417,0.0,2.61287864705,0.0,4.13826762581,0.615026147212])","[0.136856588861,0.109126479277,0.101147890242,0.105053484855,0.103915315926,0.152266080638,0.181652541819,0.10998161838]",6
2673,"Okay, fair enough lining up for new tech, but not at the cost of #sxsw... It is so much better than a new iPad... {link}","(262144,[262,23693,29945,31503,32392,47032,76764,115917,146794,150537,209222,217106],[0.0,6.63500873324,5.32943363938,0.0,0.0,6.2783337893,4.79672924838,4.66889587687,4.25018554201,1.30643932352,6.63500873324,0.0])","[0.105934855542,0.15262604297,0.0830363286731,0.0950504492907,0.0999703413115,0.0774420079911,0.265769661529,0.120170312692]",6
2675,Soundtrckr featured by @mention @mention as a Must-have for #SXSW {link},"(262144,[18036,21435,66630,128272,150537,241100],[6.63500873324,0.0,5.53639644457,2.76248107321,1.30643932352,0.615026147212])","[0.108221936974,0.100564023935,0.0989563727213,0.105263965713,0.101892414421,0.101178457805,0.280825545958,0.103097282473]",6
2690,#sxsw #csr reporting: Janecek: Microsoft gives $ to charity. Apple gives nothing. Everyone in room has iPhone. What drives that decision?,"(262144,[21849,37101,71741,97131,124629,128301,155628,164686,172309,173829,197219,200223,232382,241100,246696],[6.78915941307,5.32282234428,0.0,0.0,0.0,6.63500873324,0.0,5.53639644457,0.0,4.53786761446,0.0,2.24763925416,0.0,0.615026147212,0.0])","[0.106441035075,0.101133621868,0.0850399762861,0.166935723584,0.0898491106302,0.0876580096884,0.278651045399,0.0842914774691]",6
2702,Fantasy Bracket Challenge &amp; iPad 2 GiveAway {link} via #constantcontact #SXSW #MarchMadness #SelectionSunday,"(262144,[8630,39005,122979,150537,167525,186983,200879,212053,213022,227983,228696,239434,241100],[0.0,0.0,3.69056975408,1.30643932352,0.0,0.0,5.53639644457,2.8125978865,3.0240908206,2.1085725878,0.0,0.0,0.615026147212])","[0.113023137478,0.103714009181,0.126050314528,0.114487449672,0.10393783294,0.137747399109,0.183354276954,0.117685580137]",6
2706,"SXSW Interactive: Google??s Mobile Future, &amp; Elusive ???Power of Here?? - @mention @mention - #sxsw #google #mobile - {link}","(262144,[733,9529,21759,45531,94263,122551,128272,150537,204399,213022,217207,241100,248679,250218,260087],[0.0,3.8187449475,0.0,7.93014803164,0.0,3.87138868098,2.76248107321,1.30643932352,0.0,3.0240908206,4.13826762581,0.615026147212,0.0,0.0,6.38369430496])","[0.14023074309,0.0883322270328,0.0894810944272,0.0981773913691,0.0884112096181,0.192708532809,0.200738161108,0.101920640545]",6
2711,"Despite drawing giant crowd, Google-Bing Q&amp;A discussion is very inside baseball. #sxsw","(262144,[46582,60732,105063,144174,155096,195799,197358,232974,237279,241100],[5.87286868119,0.0,6.09601223251,6.63500873324,6.63500873324,6.38369430496,6.78915941307,0.0,6.09601223251,0.615026147212])","[0.0707362911383,0.0705302913413,0.0705051173365,0.0707654191451,0.0705887931898,0.0714751522105,0.504745797989,0.070653137649]",6
2723,Google Circles Not Launched at #SXSW {link},"(262144,[49056,150537,171351,241100,253524],[4.11501076364,1.30643932352,5.94186155268,0.615026147212,2.0086363396])","[0.155341475,0.107845032772,0.125851203785,0.121425796371,0.114737163453,0.106893945361,0.160222752227,0.107682631032]",6
2755,Anyone here at #SXSW know where the &quot;PopUp&quot; Apple Store will be in Downtown Austin? :) #Apple #ipad2 #purchase :),"(262144,[7367,12057,61441,75309,109921,127591,138193,140931,192503,200223,222992,241100],[2.53354670325,0.0,3.87138868098,6.01596952484,3.96579836546,4.43778415591,4.94333272257,4.19889224762,0.0,2.24763925416,8.87556831181,0.615026147212])","[0.0880303086913,0.0829825593497,0.0813488596034,0.077466476603,0.0811894067201,0.20815771395,0.289855149356,0.0909695257258]",6
2757,Groups were challenged with coming up with an iPhone app to solve their parenting/start-up issues #sxsw,"(262144,[9637,20769,56559,68707,73366,129622,131752,240240,241100],[0.0,0.0,2.75491877492,6.78915941307,4.43778415591,3.21028085417,0.0,0.0,0.615026147212])","[0.135956373961,0.105120051548,0.105971053844,0.105285394104,0.106739670824,0.110588982756,0.222004696059,0.108333776904]",6
2758,"Apple store coming 2 Austin for SXSW.   RT: &quot;@mention Before It Even Begins, Apple Wins #SXSW {link} on @mention","(262144,[7367,73366,84895,128272,149264,150537,174966,200223,212053,214378,241100,245267,246099,249180,252859],[2.53354670325,4.43778415591,5.87286868119,1.38124053661,0.0,1.30643932352,4.77425639253,4.49527850831,2.8125978865,6.38369430496,0.615026147212,5.6905471244,0.0,4.66962423363,3.04752939357])","[0.210691298874,0.0853809870308,0.0744456521956,0.105604734683,0.0863810757888,0.110473216892,0.2359639323,0.0910591022368]",6
2766,Temperature going up :) RT @mention @mention  @mention &amp;  @mention having fun at #google [pic] #SXSW {link},"(262144,[8443,122551,128272,141236,150537,184537,213022,222992,232685,241100,248305,249180],[5.94186155268,3.87138868098,5.52496214642,0.0,1.30643932352,0.0,3.0240908206,4.43778415591,4.17419963503,0.615026147212,2.7003858959,4.66962423363])","[0.175852371279,0.0859543988007,0.0838650418719,0.131820354673,0.0919620167233,0.0902183985395,0.197582910041,0.142744508071]",6
2767,Apple store had wifi 64 gig ipad 2's only. #sxsw,"(262144,[7367,101445,128860,186753,200223,227983,239397,241100,251968],[2.53354670325,0.0,6.1830236095,0.0,2.24763925416,2.1085725878,0.0,0.615026147212,6.38369430496])","[0.123620989713,0.10202883618,0.0966250238994,0.117436575585,0.099941457531,0.153984365707,0.199598490718,0.106764260667]",6
2768,Apple Store has had a line down the block all week long at #sxsw amazing,"(262144,[7367,16426,110078,128327,196946,200223,206312,241100],[2.53354670325,5.74770553824,3.45102016737,5.63647990313,5.36204305743,2.24763925416,5.32282234428,0.615026147212])","[0.104299852222,0.0897351489239,0.0930966833222,0.121746628885,0.109810072074,0.104584611214,0.281312749888,0.0954142534712]",6
2779,"W/ the core week of data still to come, @mention searches for #SXSW are up +23% vs. '10. (Source: Trends) #measure   {link}","(262144,[2733,8907,12621,36200,86265,87322,112714,128272,150537,160735,175799,190060,196946,203516,208787,241100,249180],[6.78915941307,0.0,0.0,4.45378449725,0.0,0.0,0.0,1.38124053661,1.30643932352,5.44542466637,4.30425276328,0.0,5.36204305743,5.63647990313,0.0,0.615026147212,4.66962423363])","[0.0931291854503,0.128151492019,0.161413499222,0.0906597548694,0.118485307073,0.134908118554,0.183288352096,0.0899642907172]",6
2789,people already lining up on the #sxsw #apple store at 6th and Congress. Festival promises to be much more attracting than that!,"(262144,[7367,34836,48621,61441,62713,76764,85125,114686,137376,143936,195627,209222,241100],[2.53354670325,5.21362305231,0.0,3.87138868098,5.21362305231,4.79672924838,6.38369430496,4.45378449725,6.63500873324,0.0,0.0,6.63500873324,0.615026147212])","[0.0832345437402,0.0820678149807,0.0726914554351,0.0957073108686,0.0780069681551,0.107090513526,0.373365936501,0.107835456794]",6
2798,Just met Rebecca Moore fr google @mention - amazing #womenintech come see her room6ab Austin conf ctr #sxswi #sxsw,"(262144,[16426,45531,60841,65772,83693,96883,101189,128272,154357,160621,202775,204380,210670,215995,241100,252859,253524],[5.74770553824,2.64338267721,0.0,0.0,6.38369430496,6.63500873324,4.1620782745,1.38124053661,0.0,0.0,0.0,4.64909324957,0.0,3.77689783756,0.615026147212,3.04752939357,2.0086363396])","[0.0822603089113,0.0857781947536,0.0772401866896,0.0895961341242,0.0774235960058,0.137481290233,0.266591243656,0.183629045627]",6
2800,@mention recounts the batshit insanity doubling as &quot;creativity&quot; that ensures they &quot;don't suck&quot;. Google 'michaels room groupon' #sxsw,"(262144,[14743,20226,27261,31936,55469,119192,128272,160045,164686,173473,241100,253524,255043,255281],[0.0,0.0,0.0,0.0,0.0,0.0,1.38124053661,0.0,5.53639644457,0.0,0.615026147212,2.0086363396,0.0,0.0])","[0.119669757955,0.111238660126,0.111310132528,0.11841384574,0.112235488591,0.113270120511,0.201161049842,0.112700944706]",6
2808,#iPad therefore I am.  What is the line like at the #Apple Store near #SXSW in Austin?  send pics!,"(262144,[7367,61441,75309,98022,110078,117970,150278,208258,222918,232359,241100,243875,249180],[2.53354670325,3.87138868098,6.01596952484,0.0,3.45102016737,0.0,6.01596952484,3.49332254706,0.0,3.85353106358,0.615026147212,5.53639644457,4.66962423363])","[0.109999813868,0.0917450806346,0.095424873751,0.0835516525677,0.0891140291539,0.173311282748,0.191444101175,0.165409166101]",6
2822,For any friends coming to Austin for SXSW: {link} #Austin #sxsw,"(262144,[73366,131294,150537,176988,222394,241100,252859],[4.43778415591,4.97000096965,1.30643932352,5.74770553824,5.48987642894,0.615026147212,3.04752939357])","[0.0949876067216,0.0957488343319,0.0892507164072,0.118140911525,0.0922365322263,0.139608302709,0.270187063357,0.0998400327215]",6
2833,Even security guards in Austin enjoy iPad time. #SXSW (cc @mention {link},"(262144,[2711,98318,109840,128272,150537,174966,194186,227983,235956,241100,252859],[5.53639644457,0.0,5.87286868119,1.38124053661,1.30643932352,4.77425639253,5.80833016006,2.1085725878,6.63500873324,0.615026147212,3.04752939357])","[0.0849856960762,0.086423253695,0.0798140760065,0.0855531516101,0.0821146761778,0.155751780252,0.300499828966,0.124857537217]",6
2835,"Our cab driver is well prepared for #sxsw - he's got a laptop, a Blackberry and iPhone by his dashboard.","(262144,[2513,31463,45531,56559,79846,104967,142631,172925,186925,241100,257657],[0.0,3.92695853214,2.64338267721,2.75491877492,6.1830236095,0.0,0.0,6.63500873324,5.21362305231,0.615026147212,0.0])","[0.0914608889221,0.0945553972903,0.123310830682,0.127906071962,0.0939086424536,0.102096710408,0.273873676925,0.0928877813568]",6
2840,Thanks girl! RT @mention Congrats to @mention on winning the last @mention #iPad case for her boyfriend aw :) #SXSW #cbatsxsw,"(262144,[5381,20509,74180,118626,128272,174169,192310,221790,222992,226972,232359,241100,248305,259896],[4.39126414027,6.01596952484,6.01596952484,0.0,4.14372160982,6.63500873324,5.17972150063,4.4065316124,4.43778415591,5.36204305743,3.85353106358,0.615026147212,2.7003858959,0.0])","[0.0871634644793,0.0677985925629,0.0672281753081,0.080127627723,0.115257682276,0.0841372102806,0.425504193729,0.0727830536409]",6
2852,iPad 2 turned into giant camera looks plain stupid #sxsw,"(262144,[28182,110693,150416,187925,212053,227983,237279,241100,251329],[0.0,4.86734681559,0.0,0.0,2.8125978865,2.1085725878,6.09601223251,0.615026147212,6.2783337893])","[0.0937424608392,0.110240258976,0.093883646675,0.131852912743,0.0954171900716,0.109844899902,0.256013924669,0.109004706125]",6
2861,Learned from sponsored #sxsw software: 1) Austin = nice walking city; 2) Mapquest = piece of shit mapping software. (go Google Maps!) #fb,"(262144,[10834,22346,37382,40963,42864,45813,64076,99715,102390,103714,133516,142830,168883,169079,232415,234348,236712,241100,252859,253524],[0.0,5.48987642894,5.74770553824,6.63500873324,0.0,0.0,5.74770553824,0.0,5.6905471244,0.0,0.0,0.0,0.0,0.0,0.0,10.5701640326,5.21362305231,0.615026147212,3.04752939357,2.0086363396])","[0.122401559894,0.0720191044065,0.11063027337,0.0851923531548,0.0810680493577,0.0751763634948,0.269186552921,0.184325743401]",6
2863,#SXSW impromptu Apple store line is about 2 blocks long!  {link},"(262144,[7367,71209,110078,150537,200223,212053,241100,246106,249180,250972],[2.53354670325,0.0,3.45102016737,1.30643932352,2.24763925416,2.8125978865,0.615026147212,0.0,2.33481211682,6.63500873324])","[0.125349021075,0.0970024805002,0.0963228439395,0.103266416491,0.102529120984,0.13158346283,0.23122671433,0.112719939851]",6
2864,"Out of a room of 50+ people, only 1 other person than I makes accessible apps... And he works for Google Android #SXSW #donline","(262144,[4204,12888,25147,41170,90380,123957,164686,205305,236232,237336,241100,250475,253524],[0.0,5.02557082081,3.8447204339,6.63500873324,0.0,0.0,5.53639644457,5.80833016006,4.91735723617,0.0,0.615026147212,5.28508201629,2.0086363396])","[0.088928994674,0.107884762478,0.170090963496,0.0905766012253,0.0841130235407,0.0819221486816,0.300424007328,0.076059498576]",6
2875,Happily drowning in a sea of apple macs and monster energy drink #SXSW,"(262144,[42059,92824,102651,147337,200223,205876,205950,210254,241100],[0.0,6.78915941307,0.0,0.0,2.24763925416,6.1830236095,0.0,0.0,0.615026147212])","[0.103915862299,0.100963962617,0.103125521628,0.149419247643,0.135493568254,0.106021390894,0.197938841452,0.103121605214]",6
2879,"After hours in the #sxsw popup #apple store, a lone security guard enjoys the #ipad2 {link}","(262144,[61441,63409,84860,109921,135026,139215,150537,175129,178286,194186,241100],[3.87138868098,5.94186155268,6.63500873324,3.96579836546,4.23711346044,0.0,1.30643932352,5.05455835768,6.38369430496,5.80833016006,0.615026147212])","[0.0783278548691,0.0734395966337,0.0765724972777,0.134021729561,0.146825840695,0.147091647112,0.235739091218,0.107981742633]",6
2892,@mention RT @mention Gary is starting a new show &quot;Daily Grape&quot; for #iPhone only @mention #thankyouecon #SXSW??,"(262144,[10681,14072,29945,87568,101936,128272,151191,245731,248305,258652,262048],[0.0,5.6905471244,2.66471681969,3.8187449475,5.63647990313,4.14372160982,0.0,4.86734681559,2.7003858959,0.0,5.48987642894])","[0.16853509834,0.0887162667674,0.0820518890569,0.126281231937,0.166679362461,0.0866368070679,0.177956351212,0.103142993157]",6
2912,Awesome! RT @mention Download 20+ FREE tracks from the #SXSW Music Sampler available on the @mention store today!  {link},"(262144,[2943,7367,63443,67489,82205,128272,133536,133842,150537,186759,237761,238163,241100,248305,249180],[5.44542466637,2.53354670325,4.79672924838,5.53639644457,0.0,2.76248107321,5.08441132083,6.2783337893,1.30643932352,6.63500873324,3.63927645969,5.87286868119,0.615026147212,2.7003858959,2.33481211682])","[0.10116006321,0.168037221876,0.124576243414,0.113478632913,0.10218922945,0.07282446236,0.239821502663,0.0779126441145]",6
2951,Just interviewed Mike Tyson in a makeshift boxing ring #SXSW about his upcoming iPhone game that will let you fight Pauly D and other celebs,"(262144,[8916,25669,27526,50898,56559,60268,64188,119536,138895,181350,181552,191517,197407,241100,247014],[0.0,6.63500873324,3.94618989407,0.0,2.75491877492,6.2783337893,4.99739994384,0.0,4.8197187666,0.0,0.0,0.0,0.0,0.615026147212,0.0])","[0.0940055803861,0.09871915616,0.0929465716568,0.107212737755,0.122333410685,0.111317766609,0.212771946876,0.160692829873]",6
2958,"#blackberry users must feel like such losers here at #sxsw. clearly. #iphone crowd, baby.","(262144,[7352,61899,87568,94480,99601,144174,148345,173144,208258,229407,255115],[0.0,4.61062696874,3.8187449475,0.0,0.0,6.63500873324,3.40476914972,0.0,3.49332254706,5.08441132083,4.8197187666])","[0.164458136371,0.0939063086129,0.116203507987,0.088696343575,0.0919526791284,0.13720734908,0.21660312621,0.0909725490356]",6
2966,Don't miss @mention iPad app design talk this morning at 9:30 #SXSW,"(262144,[11951,72125,128272,129622,201013,211855,227983,232735,241100],[5.53639644457,4.70971787139,1.38124053661,3.21028085417,4.91735723617,0.0,2.1085725878,6.2783337893,0.615026147212])","[0.115757758871,0.0962429455943,0.157563041389,0.0979441212022,0.0924582309668,0.101456702423,0.247505923132,0.0910712764216]",6
2967,Don't miss @mention presentation in #CircusMash at 2 PM! Filmaster Mobile for iPhone is to be officially launched! #SXSW,"(262144,[5141,56559,114816,114891,128272,159986,199839,207194,212053,217207,232735,241100],[0.0,2.75491877492,0.0,0.0,1.38124053661,6.50147734062,0.0,5.40286505195,2.8125978865,4.13826762581,6.2783337893,0.615026147212])","[0.087168244802,0.0897365557427,0.0870741740733,0.0916036884357,0.0987199559237,0.194263465421,0.265194574006,0.0862393415959]",6
2987,Dear folks at #SXSW. Got lost? Can use a FREE compass with map built-in? Here's one: {link},"(262144,[4606,7344,12247,31463,43770,116873,122484,133902,148345,150537,185476,237761],[0.0,0.0,5.6905471244,3.92695853214,6.1830236095,4.33242364025,0.0,5.63647990313,3.40476914972,1.30643932352,0.0,3.63927645969])","[0.132045355519,0.0901704710868,0.0878842224244,0.10449189227,0.0872302286692,0.130965459149,0.277246818256,0.089965552625]",6
2996,Four hours down. Six and a half to go. But the adventure has been worth it.  #apple #SXSW,"(262144,[17252,19967,61441,63409,93307,102787,129464,148100,163133,188822,241100,249180],[6.63500873324,0.0,3.87138868098,5.94186155268,6.38369430496,6.09601223251,6.78915941307,0.0,6.2783337893,4.84324926401,0.615026147212,2.33481211682])","[0.113774001971,0.152200077459,0.0982281865865,0.128855518867,0.104919899662,0.165594158441,0.166227217796,0.070200939217]",6
