,text,features,prediction
4976,That Claritin Got Me Right !,"(1048576,[118590,291134,293607,1041724],[4.36141117712,5.36204305743,3.92695853214,1.96351590432])",2
4977,"IC flare up cocktail...amytrip, uricalm, half a pain pill, and the faux-Claritin I forgot to take this morning.","(1048576,[17252,79046,82982,112779,136531,206675,375084,418425,549470,842071,1047328],[6.63500873324,7.88777170174,7.88777170174,7.88777170174,6.38369430496,5.87286868119,7.88777170174,7.48230659363,7.88777170174,3.63215899192,7.88777170174])",2
4978,I'm gonna get your boyfriend Claritin clear for his birthday.,"(1048576,[35492,174169,362039,729031,849850,1041724],[5.05455835768,6.63500873324,3.36598312469,5.28508201629,7.19462452118,1.96351590432])",2
4979,"Still got nasal flow, I think I need some Claritin","(1048576,[70028,293607,410710,560488,610377,869593,1041724],[4.30425276328,3.92695853214,7.88777170174,4.45378449725,6.50147734062,3.5702835882,1.96351590432])",2
4980,@DominicP23 haha aww thanks :3 well I was taking Claritin but then I started taking DayQuil but its not helping too much and I'm still dizzy,"(1048576,[45933,76764,77329,269023,348697,546840,560488,560595,711213,746078,755057,785231,1026020,1041724],[7.88777170174,4.79672924838,9.88666544514,7.88777170174,6.01596952484,6.38369430496,4.45378449725,6.2783337893,5.21362305231,4.4065316124,7.88777170174,7.88777170174,6.97148096986,1.96351590432])",2
4981,"DayQuil, antibiotics, and Claritin. It's a miracle I haven't od yet.","(1048576,[215658,447050,867002,898048,968710,978316],[6.97148096986,6.50147734062,7.88777170174,7.88777170174,7.19462452118,4.22421005561])",2
4982,@Adri8295 hahahahaha for real. thank God for Claritin and Benadryl,"(1048576,[57304,132458,211321,419504,643235,985908,1041724],[5.94186155268,4.99739994384,7.88777170174,7.88777170174,7.88777170174,5.44542466637,1.96351590432])",2
4983,@That_Damn_Dee Zyrtec or Claritin either...only benedryl. But who wants to go to sleep all the time??lol,"(1048576,[63689,166371,387418,419985,442936,600846,696765,1019355,1041724],[5.74770553824,7.88777170174,7.88777170174,7.88777170174,5.40286505195,4.89203942818,4.07005937578,7.88777170174,1.96351590432])",2
4984,Thank you Claritin for the 24 hour liquid gels,"(1048576,[132458,187043,573092,622719,948417,1041724],[4.99739994384,6.2783337893,6.97148096986,5.36204305743,7.48230659363,1.96351590432])",2
4985,"If a girl tells you she's sick, give her the D. Claritin D","(1048576,[27526,275925,369511,705924,755516,861761,1041724],[3.94618989407,5.80833016006,4.27685378909,6.63500873324,6.97148096986,4.91735723617,1.96351590432])",2
4986,She wants the D. Claritin D.,"(1048576,[600846,861761,1041724],[4.89203942818,9.83471447233,1.96351590432])",2
4987,These allergies b actin up &amp; this bitch ain lettin them #Claritin,"(1048576,[41091,77044,581796,737310,778102,794029,797915,817345],[7.88777170174,4.33242364025,6.63500873324,3.0240908206,7.88777170174,6.97148096986,5.6905471244,6.01596952484])",2
4988,If a girl tests you saying she is sick she wants the D................ The Claritin D.,"(1048576,[261677,275925,409774,426534,600846,861761,1034995,1041724],[5.80833016006,5.80833016006,7.88777170174,6.01596952484,4.89203942818,4.91735723617,6.09601223251,1.96351590432])",2
4989,"*girl dressed as Pikachu, sneezes all over table, everybody leaves* #HalloweenParty #Claritin","(1048576,[7506,246948,416587,422613,600651,602220,769762,797915,804457],[7.88777170174,7.88777170174,7.88777170174,7.88777170174,7.88777170174,7.48230659363,7.88777170174,5.6905471244,7.19462452118])",2
4990,"So Zyrtec, Allegra &amp; Claritin aren't working. Now what? A sledgehammer, perhaps..?","(1048576,[59938,393128,423530,654668,726591,737310,973101,1041724],[6.1830236095,7.88777170174,6.63500873324,6.38369430496,7.88777170174,3.0240908206,6.97148096986,1.96351590432])",2
4991,claritin &lt;3 LOL,"(1048576,[294094,298404,1041724],[5.08441132083,6.78915941307,1.96351590432])",2
4992,@RaeWho1273 I don't know! But I can give him some Claritin before and he should be fine :D,"(1048576,[52770,70075,245951,369511,679107,1041724],[6.38369430496,6.97148096986,6.1830236095,4.27685378909,7.88777170174,1.96351590432])",2
4993,@HannahBlackwell do CLARITIN - D It did wonders for me!,"(1048576,[27526,474037,569819,754279,904929,1041724],[3.94618989407,6.78915941307,2.64338267721,7.48230659363,7.88777170174,1.96351590432])",2
4994,You have allergies? You need the Claritin...... D,"(1048576,[27526,191518,507894,869593],[3.94618989407,7.88777170174,6.1830236095,3.5702835882])",2
4995,@jstapes oh and then there's Claritin and psych meds lol,"(1048576,[294094,376501,514702,579742,1028989,1041724],[5.08441132083,4.99739994384,7.88777170174,7.88777170174,6.38369430496,1.96351590432])",2
4996,RT @cee_marsh: @me has another thing comin if she thinks Im sayin bless u again. Nigguh done sneezed 12 times in a row.~takin claritin now????????_???,"(1048576,[44962,211926,248305,369643,411132,455491,629165,630084,651983,694013,800304,810489,877419,887834,890074,899731,927954,939181,1041724,1045794],[7.88777170174,4.27685378909,2.7003858959,4.99739994384,7.88777170174,4.86734681559,5.94186155268,6.63500873324,7.88777170174,7.88777170174,7.88777170174,7.88777170174,7.48230659363,5.80833016006,5.74770553824,6.78915941307,5.94186155268,7.88777170174,1.96351590432,5.53639644457])",2
4997,@CaramelBUNNY_ yuck take a Claritin,"(1048576,[84993,321056,842071,1041724],[7.88777170174,7.88777170174,3.63215899192,1.96351590432])",2
4998,@mgoblog is retweeting so many cats into my timeline I had to take Claritin,"(1048576,[48337,507188,782606,836716,842071,851437,1041724],[6.50147734062,4.8197187666,6.97148096986,7.88777170174,3.63215899192,7.88777170174,1.96351590432])",2
4999,i need to pop some Claritin asap,"(1048576,[174771,382591,869593,1041724],[4.26343076876,7.19462452118,3.5702835882,1.96351590432])",2
5000,@PrE_zZi claritin! Best thing!,"(1048576,[408561,703334,749192,952459],[6.97148096986,5.44542466637,7.88777170174,4.57358569706])",2
5001,"That awkward moment when you're drunk nd more and you get an allergic reaction to pine needles, and you can't take claritin..","(1048576,[75925,116875,249795,303587,362039,414837,505952,724521,822063,842071,944906],[7.88777170174,6.78915941307,6.78915941307,6.01596952484,3.36598312469,7.19462452118,7.88777170174,6.97148096986,7.88777170174,3.63215899192,7.88777170174])",2
5002,"i found some generic claritin, hopefully that works..","(1048576,[341377,485032,495815,884792,911075],[7.88777170174,6.38369430496,4.57358569706,6.50147734062,5.80833016006])",2
5003,@MermaidKissess I forgot to take my Claritin!! I fucking love yoy!,"(1048576,[206675,237168,239267,353426,842071,972912,981309],[5.87286868119,5.87286868119,7.88777170174,6.78915941307,3.63215899192,4.70971787139,7.88777170174])",2
5004,Dok @agussetiono ... bedanya claritin sm clarinase apa ya? Klo buat alergi yg smp bersin2 yg mana? Aman gk buat bumil? Mkshhhh :D,"(1048576,[43065,52770,54319,92056,115104,329824,358762,466736,500510,531329,563075,589399,596433,691450,772605,782579,912498,930431,950321,986346,1041724],[7.88777170174,6.38369430496,14.9646131873,7.88777170174,7.88777170174,7.88777170174,7.88777170174,5.08441132083,7.48230659363,7.88777170174,7.88777170174,7.48230659363,7.88777170174,7.48230659363,7.88777170174,7.88777170174,14.3892490424,7.88777170174,7.88777170174,7.88777170174,1.96351590432])",2
5005,@eshadow69 fine ill just use Claritin,"(1048576,[9988,245951,379017,869749,1041724],[7.48230659363,6.1830236095,4.33242364025,7.88777170174,1.96351590432])",2
5006,"@intan_felly clarinase ada pseudoefedrinnya, claritin hanya loratadine saja. Yg relatif lbh aman claritin. Bisa digunakan saat bersin2","(1048576,[54319,197917,237202,500510,544999,589399,691450,699209,704502,707837,712927,742801,869267,930070,978316,1041724,1044453],[7.48230659363,7.88777170174,6.97148096986,7.48230659363,7.88777170174,7.48230659363,7.48230659363,7.88777170174,7.88777170174,7.88777170174,7.88777170174,7.88777170174,6.97148096986,7.88777170174,4.22421005561,1.96351590432,7.48230659363])",2
5007,Allergies...((achooo)) #claritin-d,"(1048576,[876824,926412],[7.88777170174,7.48230659363])",2
5008,@NicoHP tlga? :))) may claritin nman e. effective hahaha,"(1048576,[140586,176673,193102,384159,584605,747602,825637,985613,1041724],[4.43778415591,6.78915941307,5.94186155268,7.19462452118,7.88777170174,7.88777170174,7.88777170174,7.88777170174,1.96351590432])",2
5009,@iamthegarysia my friend is Claritin... :),"(1048576,[290287,421014,833826,1009424],[7.88777170174,6.78915941307,6.63500873324,4.43778415591])",2
5010,Claritin NOT WORKING! Please help me stop sneezing gsus.,"(1048576,[14234,29256,464412,502003,892048,1017353,1041724],[7.48230659363,7.88777170174,5.28508201629,5.24871437212,6.38369430496,4.94333272257,1.96351590432])",2
5011,"Thank you, Claritin.","(1048576,[132458,461560,978316],[4.99739994384,6.78915941307,4.22421005561])",2
5012,"@CallMeMiiimay same!may allergy din ako sa hipon gingamot ko lang, claritin/allerta :) before and after kumain nun..","(1048576,[41133,116902,216563,247360,309564,408496,473582,478008,528014,653576,808931,882288,987461,1009424],[7.88777170174,7.88777170174,7.48230659363,7.88777170174,7.88777170174,4.94333272257,6.78915941307,6.50147734062,7.88777170174,6.1830236095,7.88777170174,7.88777170174,7.48230659363,4.43778415591])",2
5013,@_sweetpink12 es q tengo claritin y da sue?_????_o y no quiero dormir,"(1048576,[111793,483486,504390,549164,677071,903637,916459,933602,998314,1041724],[6.63500873324,6.38369430496,7.88777170174,7.48230659363,7.48230659363,7.88777170174,12.7673886099,7.88777170174,6.97148096986,1.96351590432])",2
5014,Claritin blue*,"(1048576,[985014,1041724],[7.88777170174,1.96351590432])",2
5015,"@HannahBlackwell  Yes, Claritin D.","(1048576,[504526,754279,861761,1035612,1041724],[5.63647990313,7.48230659363,4.91735723617,2.33481211682,1.96351590432])",2
5016,"@lui1zero claritin ako eh. haha, okay na po. :)","(1048576,[191947,326074,402567,478008,560184,679586,1009424,1041724,1048042],[5.94186155268,7.88777170174,7.88777170174,6.50147734062,6.63500873324,7.88777170174,4.43778415591,1.96351590432,7.19462452118])",2
5017,"Wake up n instantly mad. Throat is itchy af so i took 2 teaspoonfuls of childrens claritin, uped the dose on my own","(1048576,[62895,162779,212645,249943,362887,459319,475528,492312,495815,526338,630417,724330,903986,998485],[7.88777170174,7.19462452118,7.88777170174,4.42203579894,5.6905471244,7.88777170174,6.97148096986,6.01596952484,4.57358569706,7.19462452118,7.88777170174,7.88777170174,7.88777170174,2.8125978865])",2
5018,@maynaismailova sudah coba claritin? *antialergi*? loratadine bisa mengurangi gatal2 soalnya,"(1048576,[82003,207144,237202,563790,659703,729833,815384,816697,936311,1044453],[7.88777170174,7.88777170174,6.97148096986,7.88777170174,7.88777170174,7.88777170174,7.88777170174,5.40286505195,7.88777170174,7.48230659363])",2
5019,@Neneee__  with some claritin!!,"(1048576,[353426,699482,1035612],[6.78915941307,7.88777170174,2.33481211682])",2
5020,Back to taking claritin everyday. Lets see if this stupid cough goes away.,"(1048576,[77329,120667,215995,251329,521113,812396,824051,872469,918702,1041724],[4.94333272257,7.48230659363,3.77689783756,6.2783337893,7.19462452118,6.1830236095,7.88777170174,5.74770553824,5.21362305231,1.96351590432])",2
5021,This weather giving me sipon but thank God for Claritin #lifesaver,"(1048576,[57304,66452,132458,333116,687668,854213,1041724],[5.94186155268,7.48230659363,4.99739994384,7.88777170174,7.88777170174,4.97000096965,1.96351590432])",2
5022,"@IamDeeAmber her inhaler and machine barely work. We go back n forth between Claritin, Zyrtec","(1048576,[78010,362887,442936,468475,495815,526124,667249,690392,696765,918702,975668],[7.48230659363,5.6905471244,5.40286505195,7.19462452118,4.57358569706,7.88777170174,7.19462452118,7.88777170174,4.07005937578,5.21362305231,6.78915941307])",2
5023,@Mohd_AlMutairi @hassan_alhosani \n\nZyrtec &amp; claritin ;Pp\n\nBs mno ur dr??,"(1048576,[26315,286923,500755,574884,643510,675154,727961,737310,1041724],[7.88777170174,7.88777170174,5.80833016006,7.88777170174,7.88777170174,7.88777170174,7.88777170174,3.0240908206,1.96351590432])",2
5024,@SpicyAlix and whoever invented Claritin!...they're probably both chillin on a tropical island somewhere,"(1048576,[184188,348378,411065,542514,731520,766075,783233,847750,951278],[7.48230659363,7.48230659363,5.02557082081,7.88777170174,7.48230659363,7.88777170174,7.88777170174,6.97148096986,7.88777170174])",2
5025,Omgosh I need to pop a Claritin D. Sinuses ??_?_???_????_??_??_,"(1048576,[174771,411730,686626,687569,861761,869593,1041724],[4.26343076876,7.88777170174,7.88777170174,6.38369430496,4.91735723617,3.5702835882,1.96351590432])",2
5026,@StandinSoUnique get Claritin (spell check) its non drowsy,"(1048576,[159779,362039,693838,721995,873358,1004880,1041724],[6.50147734062,3.36598312469,7.88777170174,7.88777170174,7.88777170174,6.50147734062,1.96351590432])",2
5027,"Viver ??_??_ base de claritin como sempre... Bacana, legal, da hora, zica","(1048576,[16925,36449,45764,103559,111793,188845,457565,824711,873405,1039653,1041724,1048436],[7.88777170174,4.99739994384,7.88777170174,7.88777170174,6.63500873324,7.48230659363,7.88777170174,7.88777170174,7.88777170174,7.88777170174,1.96351590432,7.88777170174])",2
5028,Who ever this fat guy is speaking on sandy someone tell him to blow his nose. Or take some Claritin clear your sinuses man,"(1048576,[7035,35492,122289,498804,549206,684163,687569,813988,842071,871962,907171,990234,1039966,1041724],[6.97148096986,5.05455835768,7.19462452118,7.88777170174,5.48987642894,7.88777170174,6.38369430496,7.19462452118,3.63215899192,5.14693167781,4.79672924838,5.1151829795,4.70971787139,1.96351590432])",2
5029,@Makenzie8899 oohh Claritin D! reminds me of vitamin D,"(1048576,[27526,272363,541292,611994,630670,736896,1041724],[3.94618989407,6.63500873324,7.48230659363,7.88777170174,7.88777170174,6.1830236095,1.96351590432])",2
5030,"Panadol &amp; Claritin, is my Aunt tryna kill me?! X_X","(1048576,[123858,167471,249130,495815,531188,737310,787051,862813],[7.88777170174,6.97148096986,6.63500873324,4.57358569706,7.88777170174,3.0240908206,7.88777170174,7.88777170174])",2
5031,@fthorn_ @fab_five_fan okay i suggest Claritin clear or Allegra,"(1048576,[34888,35492,59938,373385,899472,1041724,1048042],[7.88777170174,5.05455835768,6.1830236095,7.88777170174,7.88777170174,1.96351590432,7.19462452118])",2
5032,If a girl is sick she wants that D; that Claritin D #ForRealThough,"(1048576,[27247,27526,261677,275925,423785,600846,1041724],[7.88777170174,3.94618989407,5.80833016006,5.80833016006,7.88777170174,4.89203942818,1.96351590432])",2
5033,My brother won't get me Claritin instead he tells me to drink green tea_????_??__,"(1048576,[74079,250193,362039,369810,468020,485307,705924,1041724],[5.40286505195,6.97148096986,3.36598312469,7.88777170174,6.1830236095,7.48230659363,6.63500873324,1.96351590432])",2
5034,"So many cats, so little claritin","(1048576,[443663,507188,1041724,1041861],[6.09601223251,4.8197187666,1.96351590432,7.88777170174])",2
5035,If a girl sends you Heyy I'm sick!! She probably wants the D ....... Claritin-D 24 hours @she,"(1048576,[27526,45006,63409,71239,152179,187043,275925,298211,411065,492634,600846,782856],[3.94618989407,7.88777170174,5.94186155268,7.88777170174,7.88777170174,6.2783337893,5.80833016006,7.19462452118,5.02557082081,5.1151829795,4.89203942818,7.88777170174])",2
5036,"@Rishy_Fishy take Claritin before he gets there, and he can be there.","(1048576,[115782,642596,729975,842071,945896,1041724],[6.63500873324,5.94186155268,7.88777170174,3.63215899192,5.44542466637,1.96351590432])",2
5037,"""Allergy Medications Blog: """"How Does Claritin D Allergy Medication Work?"""" : http://t.co/D2k6bZSQ""","(1048576,[27526,84539,194931,408496,474944,626412,661886,971734,1009177,1016561,1041724],[3.94618989407,7.88777170174,7.88777170174,4.94333272257,6.78915941307,7.88777170174,7.88777170174,5.44542466637,7.19462452118,7.19462452118,1.96351590432])",2
5038,"Hey mouth breather, 29 is 9 too many for the express lane. Learn to math and get some Claritin.","(1048576,[36715,133455,262035,355625,358460,362039,404114,415923,507188,590418,869646,978316],[7.88777170174,6.1830236095,5.32282234428,7.88777170174,7.88777170174,3.36598312469,7.88777170174,6.38369430496,4.8197187666,5.87286868119,7.88777170174,4.22421005561])",2
5039,"""@Domo_Shmomo if she tells you she's sick, she wants the """"D"""" &gt;&gt;&gt;&gt;Claritin D lmao""""","(1048576,[27526,101125,341892,600846,609137,698409,705924,755516],[3.94618989407,7.88777170174,7.88777170174,4.89203942818,7.48230659363,7.88777170174,6.63500873324,6.97148096986])",2
5040,I was sitting there for like 5 minutes trying to swallow a TINY Claritin.,"(1048576,[316569,320849,375093,470402,743253,786336,876121,978316],[7.88777170174,5.87286868119,7.88777170174,3.49332254706,6.01596952484,5.6905471244,4.89203942818,4.22421005561])",2
5041,"I need a prescription for Claritin. I can't, stop, sneezing.","(1048576,[119910,362786,860617,861919,869593,978316],[7.19462452118,7.19462452118,7.48230659363,7.19462452118,3.5702835882,4.22421005561])",2
5042,GIVE ME CLARITIN #allergies,"(1048576,[139595,369511,1041724],[6.1830236095,4.27685378909,1.96351590432])",2
5043,I wonder if its possible to overdose on Claritin,"(1048576,[661521,752148,844802,1041724],[6.50147734062,6.63500873324,5.74770553824,1.96351590432])",2
5044,"@MarzillaSky @vinko212 If she has allergies, she doesn't need Claritin D. She needs your D.","(1048576,[104357,305811,763410,861761,869593,1035333,1041724],[5.80833016006,7.88777170174,5.28508201629,9.83471447233,3.5702835882,7.88777170174,1.96351590432])",2
5045,That workout will have to wait til 2mara! I can't breathe!!!! I need a #V8 &amp; claritin :-(,"(1048576,[3575,116697,150069,236182,522686,532291,588964,737310,869593,1041724],[7.88777170174,7.88777170174,4.91735723617,6.01596952484,6.63500873324,7.88777170174,7.88777170174,3.0240908206,3.5702835882,1.96351590432])",2
5046,"@KROQnK9s Awww I want to go too! What time are the races? I took Claritin-D 24hr but its so bad that it hasn't gone away, even napped!","(1048576,[15551,41287,92738,112434,190256,249943,348282,383661,492634,515408,620926,696765,699254,706784,835305],[7.88777170174,7.88777170174,7.88777170174,7.88777170174,4.29045944115,4.42203579894,7.88777170174,3.93652798316,5.1151829795,6.01596952484,5.02557082081,4.07005937578,4.77425639253,6.63500873324,7.88777170174])",2
5047,Claritin clear,"(1048576,[35492,1041724],[5.05455835768,1.96351590432])",2
5048,@Icy_Icis Claritin NyQuil and Thera flu,"(1048576,[117133,579668,1006438,1041724,1046758],[6.50147734062,7.19462452118,7.88777170174,1.96351590432,7.88777170174])",2
5049,"I've never tried Claritin, but it's making me a little woozy. I'll try anything. Miserable.","(1048576,[141407,362223,443663,495815,595812,637157,770094,848842,956110],[5.32282234428,5.80833016006,6.09601223251,4.57358569706,5.32282234428,7.48230659363,4.97000096965,7.88777170174,7.88777170174])",2
5050,@GretelDeRuiter I imagine they'd segregate.  Claritin all around!,"(1048576,[82991,196285,637650,923973,1035612,1041724],[7.88777170174,7.88777170174,7.19462452118,7.88777170174,2.33481211682,1.96351590432])",2
5051,"If she sneezes, she wants the D.... Claritin D.","(1048576,[325543,446062,600846,861761,1041724],[7.19462452118,6.50147734062,4.89203942818,4.91735723617,1.96351590432])",2
5052,"I need Claritin D, which means I have to find a store with an open pharmacy just to breathe. On a Sunday...","(1048576,[14567,269511,616166,638233,693815,824708,869593,919988,937578,1041724],[7.48230659363,2.53354670325,4.77425639253,7.88777170174,4.22421005561,7.88777170174,3.5702835882,5.63647990313,6.63500873324,1.96351590432])",2
5053,@GinnyRR @ninaarosales weird :( tita ginny is claritin a non-drowsy allergy medicine??,"(1048576,[27840,93179,219828,386919,408496,560308,586069,657832,711787,1041724],[7.88777170174,6.97148096986,5.36204305743,5.94186155268,4.94333272257,7.88777170174,7.88777170174,7.88777170174,7.88777170174,1.96351590432])",2
5054,Apparently I'm cut off from using claritin. #stupidlabels,"(1048576,[57400,499388,749865,770421,978316],[5.08441132083,5.6905471244,7.19462452118,7.88777170174,4.22421005561])",2
5055,I need to tell my grandma to send me a life supply of Claritin,"(1048576,[135051,172517,506019,869593,871962,1030479,1041724],[6.78915941307,5.14693167781,5.53639644457,3.5702835882,5.14693167781,7.88777170174,1.96351590432])",2
5056,"@leckadams so whenever I want to eat lobster, I just take a claritin or an allegra.  Then wash my hands and face after eating.","(1048576,[3530,24715,190256,212374,247394,255564,439913,727256,842071,886663,894641,1035612,1041724],[7.48230659363,7.88777170174,4.29045944115,6.63500873324,6.2783337893,7.88777170174,6.38369430496,7.88777170174,3.63215899192,7.88777170174,6.97148096986,2.33481211682,1.96351590432])",2
5057,@haleydidyourmom @crenshee She got a cold? Give her the Claritin D.... #ShitJustGotReal #shitISay,"(1048576,[293607,325543,367886,369511,406279,493401,511534,644576,1041724],[3.92695853214,7.19462452118,7.88777170174,4.27685378909,7.48230659363,7.88777170174,7.88777170174,7.88777170174,1.96351590432])",2
5058,"Head and Shoulders: This illusion is brought to you by Claritin-D.nOh, and he's still open to suggestions as to ... http://t.co/3gNkP7D1","(1048576,[363304,399973,412652,466736,560488,595927,599109,693815,948028,962249],[5.63647990313,7.88777170174,7.88777170174,5.08441132083,4.45378449725,7.88777170174,6.2783337893,4.22421005561,7.88777170174,5.87286868119])",2
5059,"It's like a Claritin commercial. I'm in a fog. I'm there, but I'm not there.","(1048576,[83860,115782,225526,470402,642596,1041724],[7.88777170174,6.63500873324,7.88777170174,3.49332254706,5.94186155268,1.96351590432])",2
5060,@mattymcmill get some of that Claritin #works #commercialsaysso #someguynamedmattytoldmethis,"(1048576,[111207,362039,513329,689764,871617,1041724],[7.88777170174,3.36598312469,7.88777170174,7.88777170174,7.88777170174,1.96351590432])",2
5061,Does Claritin-D work?,"(1048576,[225401,492634],[6.97148096986,5.1151829795])",2
5062,"Butttttt I have some cute things, Claritin, a tank full of gas. So I guess I'll survive.","(1048576,[23837,151393,495815,502867,529461,531411,534008,597176,648958],[7.48230659363,5.40286505195,4.57358569706,7.88777170174,5.58518660874,7.88777170174,7.88777170174,7.88777170174,6.97148096986])",2
5063,"I think the Advil cold and sinus, Tylenol extra strength, Claritin and Benadryl are finally catching up to me #sickling #sniffles","(1048576,[24016,61016,70028,78295,344797,360878,381191,395608,831415,985908,994601,1004210,1041724],[6.1830236095,7.88777170174,4.30425276328,6.09601223251,7.88777170174,7.19462452118,6.97148096986,6.1830236095,7.19462452118,5.44542466637,6.97148096986,7.88777170174,1.96351590432])",2
5064,"If she has allergies, give her the claritin D #shewantstheD","(1048576,[27526,104357,369511,555742,1041724],[3.94618989407,5.80833016006,4.27685378909,7.88777170174,1.96351590432])",2
5065,"This makes my previous relationship look like shit  #truth Thank God, for now I can see claritin clear!","(1048576,[6808,132458,215995,250475,300909,420129,450009,470402,588364,877844,1010195,1035612,1041724],[7.48230659363,4.99739994384,3.77689783756,5.28508201629,7.19462452118,7.48230659363,7.48230659363,3.49332254706,5.74770553824,6.78915941307,5.02557082081,2.33481211682,1.96351590432])",2
5066,"@Caity_Mac33 when that happens to me, it's allergies related. Claritin helps me.","(1048576,[35383,56407,77044,115157,308970,428831,835836,1041724],[6.01596952484,5.94186155268,4.33242364025,6.97148096986,7.88777170174,6.50147734062,7.88777170174,1.96351590432])",2
5067,"The mixture of Margs, Claritin, and DayQuil are interesting yet fun","(1048576,[252717,430580,495815,553558,560595,616745,794875],[5.63647990313,5.80833016006,4.57358569706,7.88777170174,6.2783337893,7.88777170174,5.94186155268])",2
5068,"@_SeasonPremiere this is outrageous. It's almost November, allergy season should've been over.. I refuse to buy anymore Claritin _????_??_?????","(1048576,[175694,202556,223821,268402,276775,408496,510539,605739,606705,856821,944859,1041724,1048433],[7.88777170174,7.88777170174,6.1830236095,6.97148096986,7.88777170174,4.94333272257,6.78915941307,7.88777170174,7.48230659363,4.36141117712,6.78915941307,1.96351590432,7.88777170174])",2
5069,"@_FaceOfBEAUTY idk , it's not nothing serious tho. Just take some Claritin or Zyrtec","(1048576,[42612,185468,308396,321315,442936,842071,876321,997427,1041724],[7.88777170174,7.19462452118,5.24871437212,7.88777170174,5.40286505195,3.63215899192,6.63500873324,5.53639644457,1.96351590432])",2
5070,The only thing i like about Claritin commercials is when the screen is dull and then it peels off to be full of color and vibrancy. Its cool,"(1048576,[99270,151393,177269,223619,297188,369643,382213,470402,707847,995571,1041724],[7.88777170174,5.40286505195,7.19462452118,5.48987642894,6.01596952484,4.99739994384,7.88777170174,3.49332254706,7.88777170174,7.88777170174,1.96351590432])",2
5071,IDK WHAT WRONG WITH MY NOSE TLIST ITS RUNNY AND STUFFY IDK IF SICK OR ALLERGIES.. I TOOK CLARITIN YESTERDAY BUT???,"(1048576,[28511,249943,251326,261677,414112,531069,631217,697288,876321,911619,997989,1041724],[5.94186155268,4.42203579894,7.48230659363,5.80833016006,6.78915941307,7.88777170174,6.97148096986,7.88777170174,13.2700174665,7.88777170174,7.88777170174,1.96351590432])",2
5072,So desperate to get rid of these hives that I think I'm going to overdose on benadryl and claritin #ifimdeadyouknowhow,"(1048576,[70028,362039,494829,550335,638913,661521,829164,907422,985908,1041724],[4.30425276328,3.36598312469,4.18646972762,7.48230659363,6.78915941307,6.50147734062,7.88777170174,7.88777170174,5.44542466637,1.96351590432])",2
5073,"@AshleySnoozy it's allergy season, he needs some Claritin","(1048576,[408496,432332,614693,763410,1041724],[4.94333272257,7.88777170174,7.88777170174,5.28508201629,1.96351590432])",2
5074,@freewrytin God is way too good for Claritin,"(1048576,[57304,461399,707248,899864,1041724],[5.94186155268,4.53786761446,7.88777170174,4.13826762581,1.96351590432])",2
5075,"Dang, my allergy meds are kickin in! Claritin D lied when they said non drowsy...","(1048576,[27526,168976,302610,408496,498049,675160,772660,982851,1004880,1028989,1041724],[3.94618989407,5.58518660874,7.48230659363,4.94333272257,7.88777170174,7.19462452118,7.88777170174,6.50147734062,6.50147734062,6.38369430496,1.96351590432])",2
5076,@GutchieBaby allerta or claritin ka na :),"(1048576,[191947,276264,350571,758155,1009424,1041724],[5.94186155268,7.88777170174,6.78915941307,7.19462452118,4.43778415591,1.96351590432])",2
5077,@jahlly13 pwede yan! inom ka nalang ng claritin. hahaha,"(1048576,[193102,277652,350571,377081,420666,561066,734172,977903,978316],[5.94186155268,7.88777170174,6.78915941307,6.50147734062,7.48230659363,7.88777170174,7.88777170174,7.48230659363,4.22421005561])",2
5078,@Alyssa_Fargo Claritin holds it down! N it's non drowsy,"(1048576,[139061,159779,190722,362887,487679,1004880,1041724],[7.19462452118,6.50147734062,7.88777170174,5.6905471244,7.88777170174,6.50147734062,1.96351590432])",2
5079,"@ItHertzWhenIPee don't worry, I have Benadryl and Claritin for you","(1048576,[104800,969780,985908,1041724],[7.88777170174,7.88777170174,5.44542466637,1.96351590432])",2
5080,My face hurts.\n\n\nSomebody buy me Claritin or something :(,"(1048576,[151620,219828,247394,697585,856821,1041724],[7.88777170174,5.36204305743,6.2783337893,5.17972150063,4.36141117712,1.96351590432])",2
5081,Padalhan niyo naman ako ng claritin sa bahay ko plez,"(1048576,[366005,377081,378894,422696,473582,478008,503796,525778,653576,1041724],[7.88777170174,6.50147734062,7.88777170174,7.88777170174,6.78915941307,6.50147734062,7.19462452118,7.88777170174,6.1830236095,1.96351590432])",2
5082,when a girl is only taking regular Claritin give her the D,"(1048576,[27526,62293,77329,275925,369511,1041724],[3.94618989407,6.50147734062,4.94333272257,5.80833016006,4.27685378909,1.96351590432])",2
5083,@boranews s??__ afrim e claritin na causa! Hueahuea,"(1048576,[17222,148700,191947,193829,203091,208940,601557,1041724],[7.19462452118,7.88777170174,5.94186155268,7.88777170174,7.48230659363,7.88777170174,7.88777170174,1.96351590432])",2
5084,"HE WANTS THE D, CLARITIN D.","(1048576,[600846,861761,919988,1041724],[4.89203942818,4.91735723617,5.63647990313,1.96351590432])",2
5085,I need some Claritin D!!!!,"(1048576,[825708,869593,1041724],[7.48230659363,3.5702835882,1.96351590432])",2
5086,#TwitterAfterDark ? RT @Yea_Im_Tenn: I need some Claritin D!!!!,"(1048576,[37800,248305,602670,696319,825708,869593,1041724],[5.17972150063,2.7003858959,7.48230659363,7.48230659363,7.48230659363,3.5702835882,1.96351590432])",2
